               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.035748,            0.016757,           0.0026548,             0.87928,             0.63125,             0.85041,             0.58695,            0.027731,            0.007999,           0.0092277,            0.009637,            0.009637,            0.009637
                  24,            0.034255,            0.016881,           0.0030305,             0.92559,             0.81504,             0.95189,              0.6865,             0.02548,           0.0076286,           0.0033008,           0.0096205,           0.0096205,           0.0096205
                  25,            0.032845,            0.015827,            0.002701,             0.86247,             0.90059,             0.95839,              0.6929,            0.024074,           0.0071902,           0.0044127,            0.009604,            0.009604,            0.009604
                  26,            0.033151,            0.016379,           0.0028428,             0.86771,             0.88786,             0.96807,              0.6785,            0.025531,           0.0075994,           0.0014927,           0.0095875,           0.0095875,           0.0095875
                  27,            0.032704,            0.017204,           0.0032317,             0.70683,             0.80722,             0.84192,             0.58572,            0.022393,           0.0073867,            0.014333,            0.009571,            0.009571,            0.009571
                  28,            0.032607,            0.016169,           0.0031081,             0.83153,               0.825,             0.90985,             0.61705,            0.025127,           0.0077451,            0.014254,           0.0095545,           0.0095545,           0.0095545
                  29,            0.031875,            0.016587,           0.0034496,             0.76947,             0.79792,             0.85132,              0.5579,            0.026351,           0.0085118,           0.0050173,            0.009538,            0.009538,            0.009538
                  30,            0.032164,            0.016184,           0.0028406,             0.91663,               0.875,             0.95673,             0.67567,            0.026435,           0.0073866,            0.001614,           0.0095215,           0.0095215,           0.0095215
                  31,            0.032478,            0.016957,           0.0030383,             0.94445,             0.90806,             0.97503,             0.68538,            0.023148,           0.0075887,           0.0016347,            0.009505,            0.009505,            0.009505
                  32,             0.03171,            0.016069,           0.0033354,             0.87371,             0.92134,             0.96647,             0.69502,            0.022339,           0.0072646,           0.0023925,           0.0094885,           0.0094885,           0.0094885
                  33,            0.031084,            0.016931,           0.0023487,             0.90123,             0.84375,             0.96449,             0.67009,            0.024164,           0.0073236,           0.0022032,            0.009472,            0.009472,            0.009472
                  34,            0.030385,            0.015481,           0.0028715,             0.82989,             0.98188,             0.96737,             0.70008,            0.023931,           0.0075075,           0.0017721,           0.0094555,           0.0094555,           0.0094555
                  35,            0.032582,            0.016022,           0.0028813,             0.92627,             0.69375,             0.85976,             0.58601,            0.024417,           0.0075334,            0.012899,            0.009439,            0.009439,            0.009439
                  36,            0.031333,            0.016164,           0.0025562,             0.85526,              0.8833,             0.94592,             0.69751,            0.023439,           0.0080004,           0.0015811,           0.0094225,           0.0094225,           0.0094225
                  37,            0.031018,            0.014874,           0.0022562,             0.84517,              0.8625,             0.92594,             0.68138,            0.023479,           0.0076855,           0.0015853,            0.009406,            0.009406,            0.009406
                  38,            0.031146,            0.016033,           0.0024309,             0.86852,              0.8967,             0.95392,             0.69963,            0.024052,           0.0073717,           0.0023118,           0.0093895,           0.0093895,           0.0093895
                  39,             0.03056,            0.014932,           0.0021198,             0.81116,              0.9375,             0.95997,             0.68719,            0.023064,            0.007655,           0.0011469,            0.009373,            0.009373,            0.009373
                  40,             0.03127,            0.016394,           0.0020713,             0.91425,             0.87623,             0.94165,             0.69717,            0.023721,           0.0076694,           0.0021722,           0.0093565,           0.0093565,           0.0093565
                  41,            0.029423,            0.014886,           0.0015255,             0.94358,             0.90426,             0.97193,             0.68718,            0.021927,           0.0067022,           0.0019784,             0.00934,             0.00934,             0.00934
                  42,            0.031055,            0.014865,           0.0023522,             0.95631,             0.89375,             0.96562,             0.71439,            0.023533,           0.0072708,           0.0017389,           0.0093235,           0.0093235,           0.0093235
                  43,             0.03031,            0.015236,           0.0019051,             0.89143,             0.95159,             0.97253,             0.72409,            0.023343,           0.0069632,           0.0020518,            0.009307,            0.009307,            0.009307
                  44,            0.030179,            0.015289,           0.0020144,             0.86788,             0.92614,             0.96056,             0.69674,            0.025159,           0.0068751,           0.0022638,           0.0092905,           0.0092905,           0.0092905
                  45,            0.029564,            0.014782,            0.001936,             0.86741,             0.97917,             0.96919,             0.69514,            0.023713,           0.0069126,           0.0014233,            0.009274,            0.009274,            0.009274
                  46,            0.029246,            0.014577,           0.0024915,             0.80057,              0.9375,             0.92742,             0.70858,             0.02282,            0.007346,           0.0027604,           0.0092575,           0.0092575,           0.0092575
                  47,            0.028477,            0.014452,           0.0020516,             0.87552,             0.84792,             0.92085,             0.64625,            0.025068,           0.0075229,           0.0076747,            0.009241,            0.009241,            0.009241
                  48,            0.029489,            0.014386,            0.002007,             0.84014,             0.87083,             0.94003,             0.67206,            0.021527,           0.0074367,           0.0052937,           0.0092245,           0.0092245,           0.0092245
                  49,            0.028274,            0.014701,            0.002326,             0.86447,             0.93529,             0.93879,             0.64406,             0.02262,           0.0073356,           0.0055343,            0.009208,            0.009208,            0.009208
                  50,            0.029005,            0.014664,           0.0019366,             0.84424,             0.73952,             0.82618,              0.5955,            0.022663,           0.0078045,             0.01269,           0.0091915,           0.0091915,           0.0091915
                  51,             0.02938,            0.014313,           0.0024999,             0.87188,             0.93672,             0.95098,             0.71079,            0.021795,           0.0069285,           0.0014197,            0.009175,            0.009175,            0.009175
                  52,            0.027382,            0.015293,           0.0021866,             0.86005,             0.93268,             0.96553,             0.73019,            0.021741,           0.0071358,           0.0027392,           0.0091585,           0.0091585,           0.0091585
                  53,            0.027034,            0.013798,           0.0021514,             0.83948,             0.89811,             0.95024,             0.72182,             0.02065,           0.0073124,           0.0011946,            0.009142,            0.009142,            0.009142
                  54,            0.027896,            0.014299,           0.0012671,             0.75229,             0.85478,             0.86291,             0.65907,            0.021859,           0.0078589,           0.0096053,           0.0091255,           0.0091255,           0.0091255
                  55,            0.027768,            0.014019,           0.0021913,             0.85231,              0.9125,             0.94106,             0.69561,            0.020248,            0.007026,           0.0023638,            0.009109,            0.009109,            0.009109
                  56,            0.028109,            0.015255,           0.0033306,             0.86166,             0.96875,             0.94154,             0.70701,            0.021559,            0.007171,           0.0009353,           0.0090925,           0.0090925,           0.0090925
                  57,             0.02768,            0.015559,           0.0013259,             0.89221,             0.96249,              0.9771,             0.75368,            0.021278,           0.0068203,          0.00092007,            0.009076,            0.009076,            0.009076
                  58,            0.027383,             0.01401,           0.0024353,             0.83867,             0.94806,             0.95898,             0.72008,            0.021994,           0.0071093,            0.003301,           0.0090595,           0.0090595,           0.0090595
                  59,            0.028689,            0.013619,           0.0019262,             0.90705,              0.9125,             0.93581,             0.69166,            0.022524,           0.0070207,           0.0079922,            0.009043,            0.009043,            0.009043
                  60,            0.026856,            0.014122,           0.0013937,             0.92002,             0.95833,             0.98012,             0.78722,            0.019144,           0.0066938,          0.00097486,           0.0090265,           0.0090265,           0.0090265
                  61,            0.026683,            0.014799,           0.0026043,             0.90264,             0.90955,             0.96883,             0.72318,            0.019814,           0.0067051,           0.0011206,             0.00901,             0.00901,             0.00901
                  62,            0.026651,            0.013582,           0.0017171,             0.87944,             0.89375,             0.97171,             0.67914,            0.022515,            0.007023,           0.0011609,           0.0089935,           0.0089935,           0.0089935
                  63,            0.028303,            0.014011,           0.0016434,             0.90192,             0.94541,             0.96124,             0.73548,            0.020658,           0.0067676,           0.0013095,            0.008977,            0.008977,            0.008977
                  64,            0.026468,            0.013644,           0.0017935,             0.78923,             0.65048,             0.82904,             0.63487,            0.022759,           0.0075283,            0.035279,           0.0089605,           0.0089605,           0.0089605
                  65,            0.026667,            0.014096,           0.0012231,             0.86141,             0.94554,             0.97792,             0.76504,            0.019158,             0.00699,          0.00096245,            0.008944,            0.008944,            0.008944
                  66,            0.026173,            0.013332,           0.0024564,             0.86747,             0.95338,             0.96761,             0.73096,            0.018745,           0.0066012,          0.00091455,           0.0089275,           0.0089275,           0.0089275
                  67,            0.027766,            0.014328,           0.0014259,             0.90431,             0.96875,             0.98079,             0.75224,            0.020416,           0.0065127,          0.00084813,            0.008911,            0.008911,            0.008911
                  68,             0.02598,            0.013518,           0.0015697,             0.87286,             0.91862,             0.95717,             0.72423,            0.020566,           0.0070658,           0.0013993,           0.0088945,           0.0088945,           0.0088945
                  69,            0.025824,             0.01441,           0.0025145,             0.91277,              0.8989,             0.94767,             0.72145,            0.020844,           0.0074753,           0.0024333,            0.008878,            0.008878,            0.008878
                  70,            0.026023,            0.013159,           0.0014245,             0.94091,             0.87961,             0.94882,             0.74769,            0.018387,           0.0074293,           0.0014367,           0.0088615,           0.0088615,           0.0088615
                  71,            0.025024,            0.013463,            0.001895,             0.89206,             0.93318,             0.97514,             0.75947,            0.018769,           0.0069944,           0.0011289,            0.008845,            0.008845,            0.008845
                  72,            0.024964,            0.014218,           0.0019964,             0.87295,             0.85625,             0.94917,             0.75391,            0.019521,           0.0077673,           0.0018015,           0.0088285,           0.0088285,           0.0088285
                  73,            0.025597,            0.013828,           0.0014493,             0.86198,             0.95764,             0.96138,             0.75491,            0.018988,           0.0070339,           0.0012042,            0.008812,            0.008812,            0.008812
                  74,            0.024557,            0.013204,           0.0012773,             0.87777,             0.94792,             0.95983,             0.71914,            0.019582,           0.0069924,           0.0014633,           0.0087955,           0.0087955,           0.0087955
                  75,            0.025084,            0.013969,            0.001038,             0.96038,             0.84167,             0.96448,             0.74799,            0.019427,           0.0071939,           0.0015796,            0.008779,            0.008779,            0.008779
                  76,              0.0249,            0.012849,           0.0016383,             0.89612,             0.93217,              0.9643,             0.74038,            0.019784,           0.0072217,           0.0019287,           0.0087625,           0.0087625,           0.0087625
                  77,            0.025846,             0.01289,          0.00097755,              0.8608,             0.92788,             0.95831,             0.72831,             0.02057,           0.0073719,          0.00098548,            0.008746,            0.008746,            0.008746
                  78,            0.026206,            0.013628,           0.0015691,              0.8703,             0.89167,              0.9495,             0.71061,            0.020977,           0.0075318,           0.0030946,           0.0087295,           0.0087295,           0.0087295
                  79,            0.026035,             0.01382,           0.0010426,              0.9557,             0.81105,             0.95097,             0.72731,             0.01979,           0.0073153,           0.0032068,            0.008713,            0.008713,            0.008713
                  80,            0.025029,            0.013811,           0.0013665,             0.92812,             0.93542,              0.9727,             0.76241,            0.020486,            0.006696,           0.0026447,           0.0086965,           0.0086965,           0.0086965
                  81,            0.024989,            0.013534,           0.0011086,             0.85892,             0.85833,             0.93353,             0.69226,            0.018915,           0.0070837,           0.0053191,             0.00868,             0.00868,             0.00868
                  82,              0.0253,            0.013859,           0.0013088,             0.93339,              0.8421,             0.95245,             0.75892,            0.019334,           0.0067211,            0.001747,           0.0086635,           0.0086635,           0.0086635
                  83,            0.024613,            0.012753,           0.0014246,             0.87207,             0.88183,             0.95087,              0.7279,            0.019563,           0.0068472,           0.0014704,            0.008647,            0.008647,            0.008647
                  84,            0.024933,            0.013674,           0.0011171,             0.84685,               0.925,              0.9491,             0.73708,            0.017663,           0.0070147,           0.0029027,           0.0086305,           0.0086305,           0.0086305
                  85,            0.024777,            0.013126,           0.0011082,             0.89355,              0.8418,             0.92841,             0.72079,            0.020135,           0.0074866,           0.0039185,            0.008614,            0.008614,            0.008614
                  86,             0.02519,            0.012991,          0.00097794,             0.92718,             0.85633,             0.96651,             0.74499,            0.018972,           0.0068771,          0.00075997,           0.0085975,           0.0085975,           0.0085975
                  87,            0.023714,            0.012336,           0.0011281,             0.87661,             0.85794,             0.92691,             0.70845,             0.01918,           0.0070471,            0.005033,            0.008581,            0.008581,            0.008581
                  88,            0.023788,             0.01343,          0.00093643,             0.85227,              0.9375,             0.96572,             0.72925,            0.020355,           0.0072333,           0.0005447,           0.0085645,           0.0085645,           0.0085645
                  89,            0.023788,            0.012971,           0.0012981,             0.94836,             0.89723,              0.9684,             0.76044,            0.019418,           0.0065536,           0.0010772,            0.008548,            0.008548,            0.008548
                  90,            0.023293,            0.012756,           0.0012433,              0.8512,             0.97451,             0.96847,             0.76723,            0.018327,           0.0067136,          0.00077258,           0.0085315,           0.0085315,           0.0085315
                  91,            0.024277,            0.012739,          0.00090838,             0.82196,              0.9201,             0.95992,             0.76145,            0.017165,           0.0070049,          0.00067748,            0.008515,            0.008515,            0.008515
                  92,            0.023975,            0.013341,           0.0010822,             0.90461,             0.91458,             0.96649,             0.75675,            0.018721,           0.0072861,          0.00074813,           0.0084985,           0.0084985,           0.0084985
                  93,             0.02292,            0.012876,           0.0010823,             0.89616,             0.88125,             0.93037,             0.75209,            0.018339,           0.0068684,           0.0050787,            0.008482,            0.008482,            0.008482
                  94,            0.025185,             0.01306,           0.0012928,             0.85652,             0.89709,             0.96421,             0.72679,            0.020111,           0.0072782,           0.0042385,           0.0084655,           0.0084655,           0.0084655
                  95,            0.024641,            0.013034,          0.00090389,             0.83305,             0.95313,             0.96085,              0.7507,            0.017856,           0.0073596,           0.0022937,            0.008449,            0.008449,            0.008449
                  96,            0.024192,            0.011756,          0.00083483,             0.83289,             0.96214,             0.95989,             0.74442,            0.018918,           0.0072913,           0.0027435,           0.0084325,           0.0084325,           0.0084325
                  97,             0.02259,             0.01277,           0.0011458,             0.91459,             0.92708,             0.97194,             0.76742,            0.018228,           0.0069495,           0.0011593,            0.008416,            0.008416,            0.008416
                  98,            0.022814,            0.012644,           0.0010125,             0.92621,             0.89597,             0.96979,             0.76987,            0.016828,            0.006927,          0.00081428,           0.0083995,           0.0083995,           0.0083995
                  99,            0.023664,            0.012881,           0.0013172,             0.90338,             0.95191,             0.97499,             0.79179,            0.017639,           0.0068349,            0.001799,            0.008383,            0.008383,            0.008383
                 100,            0.023477,            0.011815,           0.0011262,             0.90995,             0.89381,             0.95773,             0.76732,            0.017671,           0.0073214,           0.0012324,           0.0083665,           0.0083665,           0.0083665
                 101,            0.023943,             0.01296,          0.00095486,             0.84378,              0.9736,             0.96317,             0.77122,             0.01906,           0.0071806,           0.0025019,             0.00835,             0.00835,             0.00835
                 102,            0.022787,            0.012086,          0.00069137,             0.84445,             0.96697,             0.96776,             0.79693,            0.019157,           0.0070333,          0.00088181,           0.0083335,           0.0083335,           0.0083335
                 103,            0.024056,            0.012687,          0.00081837,             0.93604,             0.90141,             0.97693,             0.78133,             0.02017,           0.0068429,           0.0005384,            0.008317,            0.008317,            0.008317
                 104,            0.022865,            0.011943,          0.00092943,             0.89076,             0.91701,             0.96815,             0.76977,            0.018473,           0.0067433,           0.0010759,           0.0083005,           0.0083005,           0.0083005
                 105,            0.022307,            0.012364,           0.0010516,             0.95742,             0.89466,             0.97897,              0.7725,            0.017426,           0.0066309,          0.00083006,            0.008284,            0.008284,            0.008284
                 106,            0.023404,            0.012422,           0.0012381,             0.87582,             0.97705,             0.97941,             0.77091,            0.018437,           0.0067006,           0.0011621,           0.0082675,           0.0082675,           0.0082675
                 107,            0.021004,            0.012306,           0.0010356,             0.91052,             0.94432,             0.98246,             0.76502,            0.018154,           0.0062557,          0.00059775,            0.008251,            0.008251,            0.008251
                 108,             0.02241,            0.012302,          0.00069942,             0.92524,             0.93103,             0.98556,             0.79161,            0.017203,           0.0062645,          0.00044457,           0.0082345,           0.0082345,           0.0082345
                 109,            0.021962,            0.012688,          0.00058489,             0.91355,             0.95489,             0.97782,                0.78,            0.017792,           0.0067451,          0.00071058,            0.008218,            0.008218,            0.008218
                 110,            0.024226,            0.012408,          0.00090261,             0.87565,             0.89167,             0.96095,             0.77847,            0.018332,           0.0069253,            0.003554,           0.0082015,           0.0082015,           0.0082015
                 111,            0.022945,            0.012803,           0.0010654,             0.85719,             0.94199,             0.96489,             0.78949,            0.018013,           0.0070105,           0.0011203,            0.008185,            0.008185,            0.008185
                 112,            0.022644,             0.01276,           0.0010123,             0.89838,             0.95646,             0.97499,             0.78278,             0.01908,           0.0070453,          0.00050564,           0.0081685,           0.0081685,           0.0081685
                 113,            0.022785,            0.011922,           0.0011795,             0.84136,             0.90417,             0.95624,             0.74971,            0.018976,           0.0074238,           0.0023711,            0.008152,            0.008152,            0.008152
                 114,            0.022114,            0.012105,          0.00078711,             0.84342,             0.92602,             0.96247,             0.75376,             0.01823,           0.0074803,          0.00046393,           0.0081355,           0.0081355,           0.0081355
                 115,            0.022061,            0.012075,          0.00082025,             0.92259,              0.8625,             0.96416,             0.76887,            0.017037,           0.0075819,          0.00044243,            0.008119,            0.008119,            0.008119
                 116,            0.022771,            0.011508,           0.0010113,             0.84698,             0.93171,             0.96658,             0.73799,            0.019342,           0.0072304,          0.00049263,           0.0081025,           0.0081025,           0.0081025
                 117,            0.022007,            0.012396,           0.0012437,             0.92674,             0.92381,             0.98047,             0.78187,             0.01811,           0.0062128,          0.00063562,            0.008086,            0.008086,            0.008086
                 118,            0.021669,            0.011525,          0.00089948,             0.86224,             0.94926,             0.97014,             0.78791,            0.017796,           0.0061939,           0.0018424,           0.0080695,           0.0080695,           0.0080695
                 119,            0.022534,            0.012173,           0.0015697,              0.8913,             0.88367,             0.97106,             0.78659,            0.017758,           0.0064525,           0.0015409,            0.008053,            0.008053,            0.008053
                 120,            0.021398,            0.011352,          0.00062253,             0.98362,             0.92403,             0.98718,             0.78531,             0.01714,           0.0063619,          0.00042576,           0.0080365,           0.0080365,           0.0080365
                 121,            0.021577,             0.01212,          0.00053668,             0.94642,             0.90625,             0.97865,             0.79894,            0.018335,           0.0064687,          0.00054627,             0.00802,             0.00802,             0.00802
                 122,            0.022638,            0.012099,          0.00078839,             0.88524,             0.91072,             0.96074,             0.78371,            0.018031,            0.006561,           0.0015988,           0.0080035,           0.0080035,           0.0080035
                 123,            0.022973,            0.012684,           0.0010789,             0.91549,              0.8602,             0.89232,             0.71806,            0.018805,           0.0068592,           0.0090762,            0.007987,            0.007987,            0.007987
                 124,            0.022287,            0.012663,           0.0011233,             0.90017,              0.9468,             0.97144,             0.76202,            0.018209,           0.0067116,           0.0014013,           0.0079705,           0.0079705,           0.0079705
                 125,            0.021319,            0.012202,           0.0010369,             0.89968,             0.95742,             0.96711,             0.74625,            0.017997,           0.0068164,           0.0011905,            0.007954,            0.007954,            0.007954
                 126,            0.021531,            0.012291,           0.0012416,             0.88406,             0.96335,             0.97019,             0.78759,            0.017944,           0.0065985,          0.00055979,           0.0079375,           0.0079375,           0.0079375
                 127,            0.022905,            0.011777,          0.00093164,             0.89111,             0.98419,             0.97399,             0.67765,            0.018079,           0.0068091,          0.00065755,            0.007921,            0.007921,            0.007921
                 128,            0.021913,            0.011989,          0.00075506,             0.95443,             0.94551,             0.98076,             0.78516,            0.018699,           0.0065801,          0.00049454,           0.0079045,           0.0079045,           0.0079045
                 129,            0.021544,            0.012079,           0.0011659,             0.93512,             0.98408,             0.98203,             0.80923,            0.016658,           0.0061298,           0.0009502,            0.007888,            0.007888,            0.007888
                 130,            0.021157,            0.011714,           0.0009907,              0.9279,             0.97164,             0.98456,              0.8061,            0.018444,           0.0060572,           0.0016003,           0.0078715,           0.0078715,           0.0078715
                 131,            0.021849,            0.012177,           0.0010229,             0.89646,             0.95833,             0.97606,             0.77434,            0.018724,           0.0066648,          0.00052406,            0.007855,            0.007855,            0.007855
                 132,            0.021644,            0.011544,           0.0006518,             0.91382,             0.89489,             0.96162,             0.78359,            0.016811,           0.0065248,           0.0013495,           0.0078385,           0.0078385,           0.0078385
                 133,             0.02094,            0.011493,          0.00089674,             0.83424,             0.96755,              0.9614,             0.77716,             0.01745,           0.0067905,          0.00075043,            0.007822,            0.007822,            0.007822
                 134,            0.021873,            0.011963,            0.001188,             0.84669,              0.9718,             0.96955,             0.77304,            0.016537,           0.0065603,           0.0014929,           0.0078055,           0.0078055,           0.0078055
                 135,            0.021985,            0.012268,          0.00090299,             0.85874,             0.94353,             0.96305,              0.7814,            0.017832,           0.0062333,           0.0032334,            0.007789,            0.007789,            0.007789
                 136,            0.021004,            0.011019,          0.00099466,              0.9512,             0.87674,             0.96613,             0.79408,            0.016916,           0.0065375,           0.0039866,           0.0077725,           0.0077725,           0.0077725
                 137,             0.02096,            0.011158,           0.0009407,             0.83823,             0.93733,             0.96916,             0.80337,            0.017792,           0.0070266,           0.0012066,            0.007756,            0.007756,            0.007756
                 138,            0.021503,            0.012011,          0.00070228,             0.89339,             0.84572,             0.94087,             0.75396,            0.017605,           0.0069107,           0.0056122,           0.0077395,           0.0077395,           0.0077395
                 139,            0.021185,            0.011644,            0.001064,              0.9646,             0.88231,             0.97789,             0.75954,            0.017798,           0.0069054,           0.0013647,            0.007723,            0.007723,            0.007723
                 140,            0.020818,            0.011669,           0.0011931,             0.87757,               0.925,             0.97162,             0.76666,             0.01794,           0.0065519,           0.0036375,           0.0077065,           0.0077065,           0.0077065
                 141,            0.020241,            0.011952,          0.00091593,             0.88518,             0.94115,             0.97158,             0.79296,            0.017514,            0.006875,          0.00058841,             0.00769,             0.00769,             0.00769
                 142,             0.02042,            0.011421,          0.00065748,             0.90629,             0.92626,             0.96992,             0.78405,            0.017578,           0.0069533,          0.00034934,           0.0076735,           0.0076735,           0.0076735
                 143,            0.022161,            0.011281,          0.00092491,              0.8872,             0.96341,             0.97087,             0.79012,            0.017347,           0.0066807,          0.00062105,            0.007657,            0.007657,            0.007657
                 144,            0.021213,            0.011119,          0.00085236,             0.91155,             0.92931,             0.97731,             0.76396,            0.018441,           0.0066797,          0.00076619,           0.0076405,           0.0076405,           0.0076405
                 145,            0.019984,            0.011262,           0.0007309,             0.92318,             0.91285,              0.9672,             0.77018,            0.017964,           0.0069588,          0.00051496,            0.007624,            0.007624,            0.007624
                 146,            0.021001,            0.012064,           0.0011787,             0.94165,             0.93736,             0.97471,             0.80145,            0.016328,           0.0063312,          0.00038779,           0.0076075,           0.0076075,           0.0076075
                 147,             0.02155,            0.012726,           0.0008286,             0.90436,             0.97186,             0.97635,             0.78299,            0.016764,           0.0062886,          0.00061627,            0.007591,            0.007591,            0.007591
                 148,            0.020254,            0.011239,          0.00063892,             0.90802,             0.88475,               0.954,             0.76672,            0.016939,           0.0073086,          0.00055501,           0.0075745,           0.0075745,           0.0075745
                 149,            0.019346,            0.011403,           0.0010672,             0.89261,             0.85638,             0.95681,             0.78128,            0.017804,           0.0064771,            0.002314,            0.007558,            0.007558,            0.007558
                 150,            0.021437,             0.01152,          0.00083942,             0.95389,             0.96735,             0.98398,             0.81876,            0.016793,           0.0060287,          0.00056262,           0.0075415,           0.0075415,           0.0075415
                 151,            0.019564,            0.011166,          0.00055531,             0.91043,             0.95833,              0.9756,             0.80467,            0.018081,           0.0066858,          0.00046876,            0.007525,            0.007525,            0.007525
                 152,            0.020067,            0.010705,          0.00078138,             0.94926,             0.95596,             0.97795,             0.76159,            0.018232,           0.0071551,          0.00050531,           0.0075085,           0.0075085,           0.0075085
                 153,            0.019757,            0.011634,          0.00099773,             0.95166,              0.9767,             0.98115,              0.7789,            0.017185,           0.0066743,          0.00047001,            0.007492,            0.007492,            0.007492
                 154,            0.020996,            0.010782,          0.00076525,             0.96062,             0.98328,              0.9833,             0.79463,            0.016341,           0.0063444,          0.00063348,           0.0074755,           0.0074755,           0.0074755
                 155,            0.019226,             0.01126,          0.00063864,             0.96249,             0.95913,             0.98428,               0.794,            0.016338,           0.0063386,          0.00079846,            0.007459,            0.007459,            0.007459
                 156,            0.019561,            0.010604,          0.00090082,             0.96049,             0.89583,             0.97702,             0.80155,            0.015921,           0.0063901,           0.0006268,           0.0074425,           0.0074425,           0.0074425
                 157,            0.019668,            0.011438,          0.00054545,             0.90529,             0.96398,             0.97872,             0.80119,             0.01523,           0.0064066,          0.00035553,            0.007426,            0.007426,            0.007426
                 158,            0.020281,            0.011045,          0.00084537,             0.94024,             0.94074,             0.97749,             0.76897,            0.016995,           0.0070226,          0.00034234,           0.0074095,           0.0074095,           0.0074095
