                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     13,               0.083242,               0.018588,               0.022617,               0.015346,               0.084249,                   0.25,                0.11257,               0.035255,               0.064004,                 0.8125,                0.54921,                0.39333,               0.076936,               0.012667,                0.01455,               0.014319,               0.037811,              0.0068112,              0.0068112
                     14,               0.073981,               0.022577,               0.026891,               0.017181,                 0.6039,                  0.125,                0.19467,               0.079902,                0.60873,                  0.125,                0.23437,                0.14263,               0.062248,               0.011128,               0.014479,               0.012836,               0.033297,              0.0072974,              0.0072974
                     15,               0.070854,               0.018677,               0.024749,               0.014528,                0.57339,                 0.3125,                0.36486,               0.081142,                0.53979,                 0.1875,                0.36874,                0.19169,               0.075457,                0.01103,               0.012758,              0.0092148,               0.028783,              0.0077827,              0.0077827
                     16,               0.066049,               0.017706,               0.023842,               0.013553,               0.033599,                 0.4375,                0.10165,               0.038378,               0.034894,                  0.375,                0.10832,               0.055521,               0.071468,               0.012025,               0.012838,              0.0096802,               0.024267,              0.0082669,              0.0082669
                     17,               0.071293,               0.015403,               0.023223,               0.014607,                0.11749,                 0.4375,                0.36999,                0.15448,                 0.1895,                  0.625,                0.39059,                0.30604,               0.064472,               0.010466,               0.013175,              0.0082703,                0.01975,              0.0087502,              0.0087502
                     18,               0.069222,               0.017013,               0.023286,               0.013196,                0.18185,                  0.625,                0.29809,                0.11433,                0.26325,                   0.75,                0.37307,                0.25763,               0.069754,                0.01237,               0.013821,              0.0083778,               0.015232,              0.0092325,              0.0092325
                     19,               0.070922,               0.015067,               0.020343,                0.01325,               0.083191,                0.43662,                 0.2209,               0.081877,                0.15877,                0.40929,                0.23061,                0.16763,               0.072136,               0.015341,               0.011728,               0.013922,               0.010714,              0.0097138,              0.0097138
                     20,               0.070376,               0.017417,               0.021732,                0.01339,                0.59354,                   0.25,                0.26266,               0.071668,                0.57535,                   0.25,                0.33413,                0.21467,               0.074025,               0.012377,               0.012152,               0.012717,               0.009802,               0.009802,               0.009802
                     21,               0.067494,                0.01701,               0.022855,               0.010874,                0.74471,                 0.3006,                0.41867,                0.15835,                0.70423,                   0.25,                0.53168,                0.24574,               0.063157,               0.011819,               0.014351,               0.011299,               0.009802,               0.009802,               0.009802
                     22,               0.069849,               0.015725,               0.019338,               0.010959,                0.73673,                   0.25,                0.21991,               0.095165,                0.79232,                 0.1875,                0.22185,               0.073292,               0.073628,               0.014688,                0.01335,               0.024551,              0.0097921,              0.0097921,              0.0097921
                     23,               0.060996,               0.018215,               0.022328,               0.009615,                0.16008,                0.48838,                0.25041,               0.080933,                0.72665,                 0.1875,                0.29203,                0.16632,               0.071491,                0.01316,               0.011976,              0.0039902,              0.0097822,              0.0097822,              0.0097822
                     24,               0.069952,                0.01759,               0.019668,              0.0090044,                0.33105,                 0.9375,                0.73546,                0.18404,                0.28909,                   0.75,                0.66916,                0.37828,               0.060327,               0.013322,               0.013419,              0.0045326,              0.0097723,              0.0097723,              0.0097723
                     25,               0.066407,               0.017498,               0.018515,               0.011408,                0.81105,                  0.413,                0.41418,                0.14475,                      1,                0.18352,                0.34638,                0.15972,                 0.0684,               0.011604,               0.011567,              0.0021355,              0.0097624,              0.0097624,              0.0097624
                     26,               0.066152,               0.013226,               0.015047,              0.0082455,                0.24457,                 0.6118,                0.54499,                0.18221,                0.30646,                0.75495,                0.50773,                0.29681,               0.061586,               0.011559,               0.010707,              0.0025707,              0.0097525,              0.0097525,              0.0097525
                     27,               0.060166,               0.018694,               0.022944,               0.007892,                0.67302,                 0.1875,                0.24404,               0.069775,                0.73361,                 0.1875,                0.25881,                0.11519,               0.075806,               0.010055,               0.012875,               0.009671,              0.0097426,              0.0097426,              0.0097426
                     28,               0.068922,                0.01605,               0.020133,              0.0080351,                   0.35,                 0.9375,                0.58913,                0.17271,                0.50792,                 0.8125,                0.70165,                0.53606,               0.057959,               0.010927,               0.012524,              0.0048248,              0.0097327,              0.0097327,              0.0097327
                     29,               0.060637,               0.015235,               0.017373,              0.0076472,                0.36936,                      1,                0.82677,                0.31598,                0.56514,                0.86048,                0.76644,                 0.5132,               0.060537,               0.012208,               0.014347,              0.0014566,              0.0097228,              0.0097228,              0.0097228
                     30,               0.060577,               0.012267,               0.016801,              0.0070418,                0.60385,                0.84078,                0.84464,                0.40247,                 0.5677,                 0.7281,                0.74305,                0.46854,               0.068833,               0.011928,               0.012767,              0.0010984,              0.0097129,              0.0097129,              0.0097129
                     31,               0.060512,               0.013908,               0.016821,              0.0065947,                0.61328,                0.78049,                0.64697,                0.22251,                   0.59,                0.72934,                0.60585,                0.34816,               0.050126,               0.014205,               0.014634,              0.0042656,               0.009703,               0.009703,               0.009703
                     32,               0.054446,               0.014855,               0.017916,              0.0084061,                0.42268,                 0.9375,                 0.6416,                0.27987,                0.39056,                 0.8125,                0.57442,                0.35344,               0.059004,               0.013987,               0.012418,              0.0012312,              0.0096931,              0.0096931,              0.0096931
                     33,               0.056502,                0.01644,                0.01733,              0.0066022,                0.26057,                      1,                0.48583,                0.24355,                0.71592,                 0.8125,                0.72669,                0.53178,               0.050212,               0.014257,                0.01164,              0.0014524,              0.0096832,              0.0096832,              0.0096832
                     34,               0.057018,               0.014954,               0.016653,               0.006569,                 0.4776,                0.87219,                 0.6296,                0.23584,                0.44755,                 0.8125,                0.64155,                0.35145,               0.046723,               0.010599,               0.011395,              0.0017105,              0.0096733,              0.0096733,              0.0096733
                     35,               0.052444,               0.016086,               0.018537,              0.0044297,                0.48454,                 0.3125,                 0.4073,                0.20577,                0.48454,                 0.3125,                0.46638,                0.17043,               0.066484,              0.0097711,              0.0092735,              0.0023079,              0.0096634,              0.0096634,              0.0096634
                     36,               0.069221,               0.013893,               0.016658,              0.0062144,                0.49318,                  0.375,                0.50966,                 0.2964,                 0.4042,                 0.3125,                 0.3912,                  0.244,               0.042871,               0.010554,              0.0097351,              0.0025623,              0.0096535,              0.0096535,              0.0096535
                     37,               0.053601,               0.013688,                0.01631,              0.0061463,                0.62726,                0.78283,                0.61054,                0.22361,                0.44072,                0.64787,                0.40134,                 0.2675,               0.056184,               0.010601,               0.010767,              0.0037121,              0.0096436,              0.0096436,              0.0096436
                     38,               0.050886,               0.012556,               0.015843,              0.0061829,                0.53869,                  0.875,                0.61522,                0.25452,                0.45152,                   0.75,                0.39122,                0.24252,               0.053192,               0.010703,               0.010516,              0.0027178,              0.0096337,              0.0096337,              0.0096337
                     39,               0.046509,               0.012262,               0.017783,              0.0063424,                0.62245,                 0.9375,                0.76153,                 0.2515,                0.57683,                 0.8125,                0.70388,                 0.4764,               0.046156,               0.010681,               0.010026,               0.030083,              0.0096238,              0.0096238,              0.0096238
                     40,               0.054317,               0.013846,               0.017347,              0.0052005,                0.40434,                 0.9375,                0.57411,                0.23043,                 0.4034,                 0.8125,                0.65627,                0.28595,               0.045643,               0.011264,              0.0098467,               0.044252,              0.0096139,              0.0096139,              0.0096139
                     41,               0.053767,               0.013921,               0.015515,              0.0064095,                0.51138,                 0.8125,                0.71688,                 0.4488,                0.47506,                   0.75,                0.66784,                 0.5326,               0.048926,              0.0093313,               0.010012,              0.0033432,               0.009604,               0.009604,               0.009604
                     42,               0.049427,               0.013026,               0.016002,              0.0045076,                0.56633,                 0.9375,                0.78596,                0.33891,                0.52481,                 0.8125,                0.71814,                0.43432,               0.036926,               0.010126,               0.010947,               0.027852,              0.0095941,              0.0095941,              0.0095941
                     43,               0.048024,                0.01629,               0.015965,               0.005431,                0.58346,                0.88502,                0.87367,                0.40405,                0.51684,                   0.75,                0.73699,                0.54975,               0.045994,              0.0099876,                0.01065,               0.001989,              0.0095842,              0.0095842,              0.0095842
                     44,               0.049359,               0.015031,               0.015736,               0.005279,                0.71162,                  0.875,                 0.9056,                0.49763,                0.63912,                   0.75,                0.75134,                0.51026,               0.047988,               0.011254,               0.011192,              0.0018116,              0.0095743,              0.0095743,              0.0095743
                     45,               0.049414,               0.014826,               0.017702,              0.0049784,                0.66636,                0.83225,                0.83325,                0.47834,                 0.6097,                0.72255,                 0.7496,                0.44467,               0.046483,               0.010197,               0.011829,              0.0014874,              0.0095644,              0.0095644,              0.0095644
                     46,               0.051042,               0.012183,               0.013657,              0.0040125,                0.43337,                0.92085,                0.59403,                 0.3116,                0.73819,                   0.75,                0.77539,                0.57303,               0.049879,               0.010404,               0.011551,              0.0014017,              0.0095545,              0.0095545,              0.0095545
                     47,               0.045711,               0.013427,               0.016481,              0.0034947,                0.51063,                  0.625,                0.73297,                0.28959,                0.42273,                0.56021,                0.62811,                0.37872,               0.053064,               0.010081,               0.011665,              0.0012785,              0.0095446,              0.0095446,              0.0095446
                     48,               0.051118,               0.011619,                0.01439,              0.0027459,                0.55874,                  0.875,                0.64439,                0.36642,                0.54847,                 0.8125,                0.61868,                0.35355,               0.041024,              0.0099531,               0.011606,              0.0026621,              0.0095347,              0.0095347,              0.0095347
                     49,               0.046793,               0.012643,               0.015593,              0.0037903,                 0.4703,                   0.75,                0.57175,                0.31599,                0.47153,                   0.75,                 0.4854,                0.29238,               0.047801,              0.0093759,               0.011159,              0.0019666,              0.0095248,              0.0095248,              0.0095248
                     50,               0.050283,               0.014481,               0.016291,              0.0032778,                0.42003,                 0.9375,                 0.8387,                0.41879,                 0.4283,                   0.75,                0.81926,                0.56884,               0.043975,              0.0095549,               0.010948,              0.0023463,              0.0095149,              0.0095149,              0.0095149
                     51,               0.048436,               0.015781,               0.015313,              0.0042713,                0.37295,                  0.875,                0.71006,                0.43248,                0.40236,                 0.9375,                0.74828,                0.44691,               0.039612,              0.0096629,               0.011975,              0.0033839,               0.009505,               0.009505,               0.009505
                     52,               0.049398,               0.013932,               0.013836,               0.005318,                 0.5595,                0.65938,                0.55131,                0.32232,                 0.5595,                0.65938,                0.82423,                0.62599,               0.041736,              0.0084596,               0.010112,              0.0015617,              0.0094951,              0.0094951,              0.0094951
                     53,               0.046828,                0.01403,                 0.0158,              0.0033748,                0.73187,                   0.75,                0.75972,                0.42982,                0.73187,                   0.75,                0.78305,                0.55673,               0.033198,              0.0082157,               0.011045,              0.0023743,              0.0094852,              0.0094852,              0.0094852
                     54,               0.045387,               0.012801,               0.015859,               0.002801,                 0.6617,                   0.75,                0.78191,                0.36336,                 0.6617,                   0.75,                 0.7789,                0.54966,               0.036456,              0.0083961,                0.01122,              0.0022247,              0.0094753,              0.0094753,              0.0094753
                     55,               0.045281,               0.014839,               0.016415,              0.0045791,                0.80605,                 0.9375,                0.86593,                 0.4263,                0.80605,                 0.9375,                0.86593,                0.58136,               0.042215,              0.0081968,               0.011516,              0.0053223,              0.0094654,              0.0094654,              0.0094654
                     56,               0.050486,               0.013721,                0.01562,              0.0050338,                0.54934,                 0.9375,                0.82915,                 0.5744,                0.54934,                 0.9375,                0.82915,                 0.5813,               0.039736,              0.0086366,               0.011517,               0.010065,              0.0094555,              0.0094555,              0.0094555
                     57,               0.043556,               0.013057,               0.013249,              0.0039014,                0.74457,                  0.875,                 0.8952,                0.33277,                0.74457,                  0.875,                 0.8952,                0.59086,               0.040062,              0.0083067,               0.010241,              0.0025967,              0.0094456,              0.0094456,              0.0094456
                     58,               0.048269,                0.01248,               0.014946,              0.0027621,                0.74459,                0.78306,                0.73862,                0.44783,                0.74459,                0.78306,                0.82112,                0.47035,               0.046192,              0.0083709,               0.010658,              0.0016108,              0.0094357,              0.0094357,              0.0094357
                     59,               0.040846,               0.011994,               0.014384,              0.0042045,                0.72266,                 0.9375,                0.84873,                  0.417,                0.72266,                 0.9375,                0.84873,                0.64059,               0.039575,              0.0080274,               0.011267,               0.019962,              0.0094258,              0.0094258,              0.0094258
                     60,               0.048993,               0.013294,                0.01304,              0.0030315,                0.68802,                 0.9375,                 0.8249,                 0.6588,                0.68802,                 0.9375,                 0.8249,                 0.5577,               0.033911,              0.0090098,               0.011366,              0.0069138,              0.0094159,              0.0094159,              0.0094159
                     61,               0.045273,               0.012902,               0.012654,              0.0031113,                0.76976,                0.80026,                0.87755,                0.47791,                0.76976,                0.80026,                0.87755,                0.59661,               0.033585,              0.0084013,               0.010718,              0.0027885,               0.009406,               0.009406,               0.009406
                     62,               0.042013,               0.012006,               0.013037,              0.0037986,                0.84052,                0.88259,                0.90765,                0.58834,                0.78462,                 0.8125,                0.81975,                0.51697,               0.037781,              0.0080542,               0.011083,              0.0027245,              0.0093961,              0.0093961,              0.0093961
                     63,               0.038012,               0.012779,               0.013794,              0.0050616,                0.74252,                 0.8125,                0.84071,                0.50138,                0.74252,                 0.8125,                0.84071,                0.60426,               0.034881,              0.0088885,              0.0098648,               0.001783,              0.0093862,              0.0093862,              0.0093862
                     64,               0.044089,               0.013976,               0.014097,              0.0057796,                0.77503,                 0.6875,                 0.8586,                0.40703,                0.77503,                 0.6875,                0.86644,                0.46613,               0.042522,              0.0095132,              0.0097852,              0.0013105,              0.0093763,              0.0093763,              0.0093763
                     65,               0.041309,               0.013546,               0.012769,              0.0034464,                0.66464,                0.87183,                0.88993,                0.39303,                0.93008,                  0.625,                0.81916,                0.55506,               0.039545,               0.013251,               0.009871,              0.0012611,              0.0093664,              0.0093664,              0.0093664
                     66,                0.04664,               0.011299,               0.013828,              0.0034856,                 0.7813,                  0.875,                0.92884,                0.46526,                0.69828,                 0.8125,                0.88914,                0.48002,               0.037032,               0.010316,              0.0092626,              0.0013514,              0.0093565,              0.0093565,              0.0093565
                     67,               0.042386,               0.013563,                0.01354,                0.00392,                0.84699,                  0.875,                0.93226,                0.57636,                0.80163,                 0.8125,                0.82306,                0.51444,               0.044607,              0.0096808,              0.0093927,              0.0019768,              0.0093466,              0.0093466,              0.0093466
                     68,               0.044915,                 0.0132,               0.012671,              0.0051395,                0.75444,                0.88111,                0.92751,                0.46963,                0.73218,                0.92508,                0.91189,                0.47917,               0.034597,              0.0083997,               0.010046,              0.0010572,              0.0093367,              0.0093367,              0.0093367
                     69,               0.039574,               0.012147,               0.012397,              0.0051725,                0.77853,                0.80924,                0.84524,                 0.4065,                0.73089,                0.75097,                0.82924,                0.54062,                0.03278,              0.0090554,                0.01074,              0.0051506,              0.0093268,              0.0093268,              0.0093268
                     70,               0.042248,               0.013439,               0.014973,              0.0032613,                0.92838,                   0.25,                0.81288,                0.53623,                0.92838,                   0.25,                0.81288,                0.45937,               0.038039,              0.0097817,               0.010974,                0.05853,              0.0093169,              0.0093169,              0.0093169
                     71,               0.042393,               0.012793,               0.013124,               0.003493,                0.81539,                   0.25,                0.44208,                0.28382,                0.81539,                   0.25,                0.38437,                0.22807,               0.036747,                0.01127,               0.011556,               0.073523,               0.009307,               0.009307,               0.009307
                     72,               0.039488,                0.01272,               0.012948,              0.0059688,                0.71142,                  0.375,                 0.7056,                 0.4759,                0.72316,                  0.125,                0.59217,                0.41029,               0.032759,               0.013775,               0.011824,                0.07348,              0.0092971,              0.0092971,              0.0092971
                     73,               0.037724,               0.013975,               0.013729,              0.0043839,                0.65396,                0.76453,                0.71206,                0.41308,                0.70525,                0.80757,                0.74824,                0.47361,               0.027209,               0.010475,               0.010581,               0.011412,              0.0092872,              0.0092872,              0.0092872
                     74,               0.039624,               0.014519,                0.01357,              0.0025759,                0.85063,                   0.75,                0.85166,                0.49978,                0.85063,                   0.75,                0.82718,                0.47952,               0.032909,               0.011116,               0.010631,              0.0013412,              0.0092773,              0.0092773,              0.0092773
                     75,               0.038015,               0.015469,               0.013478,              0.0033475,                0.47842,                  0.875,                0.69027,                0.43623,                0.47842,                  0.875,                0.70161,                0.43861,               0.033649,               0.010048,                0.01174,               0.032156,              0.0092674,              0.0092674,              0.0092674
                     76,               0.040931,                0.01396,               0.012555,              0.0023279,                0.49328,                 0.9375,                0.67611,                0.52882,                0.47948,                  0.875,                0.62365,                0.44417,               0.036427,               0.010586,               0.011451,               0.043439,              0.0092575,              0.0092575,              0.0092575
                     77,               0.044109,               0.013243,               0.014987,              0.0041798,                0.49216,                 0.9375,                 0.6808,                0.34135,                0.47258,                  0.875,                0.64256,                0.33956,               0.038028,              0.0099884,               0.011203,               0.047787,              0.0092476,              0.0092476,              0.0092476
                     78,               0.041311,               0.011871,               0.012353,              0.0031712,                0.75386,                0.74571,                0.81338,                0.41367,                0.75386,                0.74571,                0.81005,                0.46613,               0.034703,               0.010046,               0.011985,              0.0037239,              0.0092377,              0.0092377,              0.0092377
                     79,               0.039577,               0.012359,               0.013403,              0.0039346,                0.72896,                0.80495,                0.82842,                0.56296,                0.72896,                0.80495,                0.80907,                0.55199,               0.033377,              0.0092444,               0.012582,              0.0034126,              0.0092278,              0.0092278,              0.0092278
                     80,               0.038402,               0.012069,               0.011658,              0.0051393,                0.79949,                0.84821,                0.88047,                0.47569,                 0.8169,                 0.8125,                0.82478,                0.55896,                0.03349,              0.0093119,                0.01159,              0.0028664,              0.0092179,              0.0092179,              0.0092179
                     81,               0.040663,               0.013526,               0.012922,              0.0030001,                0.76013,                  0.875,                0.84555,                0.46948,                0.74135,                 0.8125,                0.79124,                0.56153,               0.034089,              0.0088261,               0.010879,               0.003846,               0.009208,               0.009208,               0.009208
                     82,               0.038958,               0.014015,               0.013159,              0.0022963,                0.67544,                 0.9375,                0.82834,                0.44907,                0.67544,                 0.9375,                0.82834,                0.54858,               0.037928,               0.010568,              0.0097194,              0.0030659,              0.0091981,              0.0091981,              0.0091981
                     83,               0.034657,               0.013667,               0.012807,                0.00213,                0.89332,                  0.625,                0.82954,                 0.4944,                0.89332,                  0.625,                0.78459,                0.48878,               0.033682,              0.0091141,               0.010124,              0.0042483,              0.0091882,              0.0091882,              0.0091882
                     84,               0.038111,               0.012052,               0.012227,              0.0025085,                0.47685,                 0.9375,                 0.9101,                0.48338,                0.61463,                   0.75,                0.85274,                0.58248,               0.036859,               0.009388,              0.0093255,              0.0024776,              0.0091783,              0.0091783,              0.0091783
                     85,               0.040139,               0.012489,               0.011523,              0.0022205,                0.86958,                0.81102,                0.93028,                0.44267,                0.86958,                0.81102,                0.81986,                0.58487,               0.036031,              0.0090583,               0.008841,              0.0013935,              0.0091684,              0.0091684,              0.0091684
                     86,                0.04255,               0.011715,               0.013826,              0.0026434,                0.77532,                0.87472,                0.94149,                0.49021,                0.91936,                0.75907,                0.81591,                 0.5821,               0.036945,              0.0088956,              0.0094411,              0.0014225,              0.0091585,              0.0091585,              0.0091585
                     87,               0.040222,               0.014083,               0.014081,              0.0033741,                0.76905,                 0.9375,                0.90948,                0.56776,                0.64307,                   0.75,                0.74667,                0.54405,               0.032536,               0.008981,              0.0095015,              0.0076569,              0.0091486,              0.0091486,              0.0091486
                     88,               0.038929,               0.011295,               0.011323,              0.0025801,                0.73185,                0.90656,                 0.8839,                 0.5891,                0.73185,                0.90656,                 0.8839,                0.59072,               0.029342,              0.0088783,                 0.0098,               0.013974,              0.0091387,              0.0091387,              0.0091387
                     89,               0.040426,               0.012053,               0.012409,              0.0046469,                 0.6542,                  0.875,                0.84601,                0.46574,                0.59617,                 0.8125,                0.80225,                0.55763,               0.033118,              0.0085679,              0.0091796,              0.0044815,              0.0091288,              0.0091288,              0.0091288
                     90,               0.039003,               0.011993,                0.01235,              0.0022936,                  0.674,                 0.9375,                0.87542,                0.50149,                  0.674,                 0.9375,                0.87542,                0.55409,                0.02933,              0.0090737,              0.0092096,               0.017392,              0.0091189,              0.0091189,              0.0091189
                     91,               0.035213,               0.012863,                0.01244,              0.0044906,                0.73098,                 0.6959,                0.97864,                0.66606,                0.73098,                 0.6959,                 0.9399,                0.52454,               0.025168,               0.010679,              0.0095696,               0.010246,               0.009109,               0.009109,               0.009109
                     92,               0.036746,               0.013266,               0.012316,              0.0043673,                0.92444,                0.73214,                0.92966,                0.57289,                0.92444,                0.73214,                0.88152,                  0.562,               0.033677,               0.010731,              0.0098186,              0.0022493,              0.0090991,              0.0090991,              0.0090991
