                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    117,               0.034781,               0.013093,               0.011532,              0.0021654,                0.87876,                0.93367,                0.89555,                0.52694,                0.87876,                0.93367,                0.89756,                0.61813,               0.030318,              0.0088551,              0.0099053,              0.0020645,              0.0088516,              0.0088516,              0.0088516
                    118,               0.033362,                0.01289,                0.01148,               0.003108,                 0.8418,                0.93399,                0.89756,                0.65794,                 0.8418,                0.93399,                0.89756,                0.62634,               0.028064,              0.0087193,               0.010625,              0.0037704,              0.0088417,              0.0088417,              0.0088417
                    119,               0.032277,               0.013737,               0.012509,              0.0040844,                0.75246,                0.82745,                0.86675,                0.55528,                0.59044,                  0.625,                 0.6425,                 0.3787,               0.037853,               0.025276,               0.011869,              0.0051662,              0.0088318,              0.0088318,              0.0088318
                    120,               0.030376,               0.012006,               0.012457,               0.003341,                0.77061,                 0.6875,                0.75353,                0.42968,                0.77061,                 0.6875,                0.63325,                0.36835,               0.037385,               0.026334,               0.012068,              0.0038349,              0.0088219,              0.0088219,              0.0088219
                    121,               0.037728,               0.013452,                0.01256,               0.003389,                0.63191,                 0.6875,                0.74719,                0.36233,                0.86047,                 0.4375,                0.66643,                 0.3811,               0.040283,               0.030238,               0.012676,              0.0060123,               0.008812,               0.008812,               0.008812
                    122,               0.035622,               0.014003,               0.013047,              0.0029812,                 0.9626,                0.91697,                 0.9358,                0.59687,                 0.9626,                0.91697,                 0.9358,                0.62394,               0.030544,              0.0095306,               0.011418,              0.0011177,              0.0088021,              0.0088021,              0.0088021
                    123,               0.031902,               0.015351,               0.012726,              0.0046315,                0.95986,                0.81118,                 0.8989,                0.49986,                0.95986,                0.81118,                0.88932,                0.56092,               0.033984,               0.008859,               0.010917,             0.00088158,              0.0087922,              0.0087922,              0.0087922
                    124,               0.034995,               0.012553,               0.011048,              0.0039365,                0.72108,                0.89412,                 0.8942,                0.61914,                0.72108,                0.89412,                 0.8942,                0.62097,               0.031189,              0.0089181,               0.011142,             0.00093641,              0.0087823,              0.0087823,              0.0087823
                    125,               0.035548,               0.012605,               0.011934,              0.0058706,                 0.8813,                 0.6875,                0.88788,                0.45182,                 0.8813,                 0.6875,                  0.861,                0.48533,               0.037193,              0.0091693,               0.010653,             0.00099649,              0.0087724,              0.0087724,              0.0087724
                    126,               0.034545,               0.011978,               0.011607,              0.0036898,                0.88224,                 0.6875,                 0.8571,                0.53928,                0.88224,                 0.6875,                0.84346,                0.57506,                0.02834,               0.009555,               0.011239,             0.00096626,              0.0087625,              0.0087625,              0.0087625
                    127,               0.031587,               0.013778,               0.012023,              0.0059757,                0.66565,                0.85666,                0.83272,                0.53877,                0.66565,                0.85666,                0.83272,                0.55346,               0.034076,              0.0096178,               0.011001,               0.001148,              0.0087526,              0.0087526,              0.0087526
                    128,               0.034336,               0.013193,               0.011765,              0.0019485,                0.70665,                0.87276,                0.81982,                0.56092,                0.76278,                0.93058,                0.86793,                0.59415,               0.026723,              0.0096197,               0.010668,              0.0012598,              0.0087427,              0.0087427,              0.0087427
                    129,               0.033381,                0.01134,               0.010766,              0.0020179,                0.80607,                 0.9375,                0.90577,                0.57307,                0.80607,                 0.9375,                0.90577,                0.60356,               0.032011,              0.0095268,               0.010388,              0.0012028,              0.0087328,              0.0087328,              0.0087328
                    130,               0.032026,               0.012608,               0.010536,              0.0076435,                0.86925,                 0.9375,                0.92908,                0.68174,                0.86925,                 0.9375,                0.92908,                0.62951,               0.026975,              0.0094479,              0.0099759,              0.0013662,              0.0087229,              0.0087229,              0.0087229
                    131,                0.02987,                0.01131,               0.011262,              0.0060059,                0.79325,                0.89779,                0.90918,                0.66276,                0.79325,                0.89779,                0.90918,                0.62703,               0.028484,               0.008999,               0.011361,              0.0080727,               0.008713,               0.008713,               0.008713
                    132,               0.032688,               0.012752,               0.011344,              0.0022899,                 0.7725,                  0.896,                0.85714,                0.46454,                 0.7725,                  0.896,                0.86486,                0.51111,               0.031283,              0.0089106,               0.010989,               0.012333,              0.0087031,              0.0087031,              0.0087031
                    133,               0.037333,               0.012094,               0.011218,              0.0022936,                0.73642,                0.88625,                0.85521,                0.63154,                0.73642,                0.88625,                0.83788,                0.61938,               0.029417,              0.0091577,                 0.0113,               0.021219,              0.0086932,              0.0086932,              0.0086932
                    134,               0.030475,               0.013046,               0.011602,              0.0017409,                 0.7113,                0.88808,                0.87078,                 0.5248,                 0.7113,                0.88808,                0.87078,                 0.5751,                0.02712,               0.009257,               0.011063,               0.018936,              0.0086833,              0.0086833,              0.0086833
                    135,               0.029745,               0.013338,               0.012093,              0.0020774,                0.73638,                0.81864,                0.82737,                0.44395,                0.73638,                0.81864,                0.81677,                  0.603,               0.029667,              0.0088268,               0.011186,               0.022388,              0.0086734,              0.0086734,              0.0086734
                    136,               0.033937,               0.012534,                0.01136,              0.0045357,                0.77469,                0.84928,                0.79489,                0.54058,                0.77469,                0.84928,                0.78774,                0.59218,               0.029892,              0.0086253,               0.011768,               0.013643,              0.0086635,              0.0086635,              0.0086635
                    137,                0.03431,               0.011302,               0.010383,              0.0019418,                0.73164,                0.54974,                0.71226,                0.46247,                0.73164,                0.54974,                  0.709,                0.54361,               0.027812,              0.0082267,               0.012964,                0.01955,              0.0086536,              0.0086536,              0.0086536
                    138,               0.032035,               0.011701,               0.010337,              0.0031185,                0.64387,                 0.8125,                0.78755,                0.39758,                0.64387,                 0.8125,                 0.8015,                0.59933,               0.030031,              0.0081818,               0.014232,               0.022281,              0.0086437,              0.0086437,              0.0086437
                    139,               0.029011,               0.012231,               0.011791,              0.0046747,                0.82603,                0.75159,                  0.836,                0.58382,                0.86795,                0.85496,                 0.9008,                0.58963,               0.025367,              0.0077049,               0.012217,              0.0012573,              0.0086338,              0.0086338,              0.0086338
                    140,               0.031284,               0.013276,               0.012509,              0.0032462,                 0.7867,                0.79776,                0.83571,                 0.4785,                 0.7867,                0.79776,                0.82065,                0.63344,               0.029259,              0.0077689,               0.011916,              0.0012754,              0.0086239,              0.0086239,              0.0086239
                    141,               0.033455,               0.011527,              0.0098054,              0.0024923,                0.76789,                0.85205,                0.85417,                0.59036,                0.76789,                0.85205,                0.84235,                0.57545,               0.026169,              0.0081211,               0.011284,             0.00084686,               0.008614,               0.008614,               0.008614
                    142,                0.03013,               0.011939,               0.010364,              0.0015513,                0.74134,                0.85395,                0.83216,                0.47423,                0.85143,                0.84762,                0.87385,                0.61506,               0.028486,              0.0081191,               0.011405,             0.00082378,              0.0086041,              0.0086041,              0.0086041
                    143,               0.029411,               0.013078,               0.011596,              0.0037255,                0.81174,                0.73834,                0.83433,                 0.5143,                0.81174,                0.73834,                0.82302,                0.58886,               0.030093,               0.008623,               0.011275,             0.00086823,              0.0085942,              0.0085942,              0.0085942
                    144,               0.030221,               0.011614,               0.011007,              0.0031563,                0.77732,                0.79924,                0.85885,                0.55411,                 0.8569,                 0.8531,                0.90014,                0.59981,               0.035916,              0.0089914,               0.011494,              0.0037361,              0.0085843,              0.0085843,              0.0085843
                    145,               0.037401,               0.011955,               0.010719,              0.0016196,                0.73264,                  0.625,                0.79862,                0.51767,                0.78067,                 0.6875,                 0.8465,                0.52868,               0.030139,               0.010292,               0.012577,              0.0058098,              0.0085744,              0.0085744,              0.0085744
                    146,               0.035488,               0.011428,               0.010357,              0.0023428,                0.72407,                 0.4375,                0.70634,                0.38052,                0.72407,                 0.4375,                0.70995,                0.44897,               0.037977,               0.012802,               0.012763,               0.016803,              0.0085645,              0.0085645,              0.0085645
                    147,               0.034107,               0.012207,               0.012281,              0.0032622,                0.70735,                 0.4375,                0.84402,                0.60879,                0.70735,                 0.4375,                0.84402,                0.53267,               0.033887,               0.010111,               0.010764,               0.040158,              0.0085546,              0.0085546,              0.0085546
                    148,               0.037894,               0.011788,               0.011337,               0.001651,                0.70018,                0.88304,                0.82233,                 0.6032,                0.70018,                0.88304,                0.82233,                0.59095,               0.027448,              0.0095167,               0.010198,               0.044058,              0.0085447,              0.0085447,              0.0085447
                    149,               0.033742,                 0.0121,                0.01034,              0.0014897,                0.69267,                0.88486,                0.84061,                0.57165,                0.69267,                0.88486,                0.84061,                0.51531,                0.03405,               0.010794,               0.010942,               0.024814,              0.0085348,              0.0085348,              0.0085348
                    150,               0.031921,                0.01265,               0.011042,               0.002502,                0.81864,                 0.9157,                0.87888,                0.68489,                0.81864,                 0.9157,                0.87888,                0.56262,               0.030613,               0.011161,               0.011368,              0.0064987,              0.0085249,              0.0085249,              0.0085249
                    151,               0.029846,               0.012584,               0.011038,              0.0016487,                0.78854,                0.89052,                0.90016,                0.65729,                0.78854,                0.89052,                0.90016,                0.52475,               0.036632,               0.012953,               0.010641,              0.0010561,               0.008515,               0.008515,               0.008515
                    152,               0.034304,               0.012162,               0.010647,               0.001911,                0.94798,                0.71549,                0.90353,                0.71592,                0.84954,                0.86296,                0.92158,                0.62847,               0.028733,               0.011781,                0.01094,             0.00068226,              0.0085051,              0.0085051,              0.0085051
                    153,               0.032095,               0.010198,              0.0097278,              0.0031225,                0.74334,                0.84956,                0.87225,                0.47213,                0.74334,                0.84956,                0.86093,                0.50384,               0.034852,               0.012932,               0.011236,             0.00070744,              0.0084952,              0.0084952,              0.0084952
                    154,               0.029567,               0.010803,               0.010436,              0.0015453,                0.89797,                0.87378,                0.89485,                0.73236,                0.89797,                0.87378,                0.90396,                0.61872,               0.025311,               0.010652,               0.010396,             0.00073385,              0.0084853,              0.0084853,              0.0084853
                    155,               0.026814,               0.011324,               0.010062,              0.0022817,                0.92812,                  0.875,                0.90586,                0.65029,                0.92812,                  0.875,                0.91373,                0.56231,               0.036337,               0.010744,              0.0095901,             0.00068665,              0.0084754,              0.0084754,              0.0084754
                    156,                 0.0333,               0.012175,               0.010731,              0.0015773,                0.95434,                  0.875,                0.91679,                0.59436,                0.95434,                  0.875,                 0.9235,                0.61606,               0.027366,              0.0094192,              0.0094619,             0.00074759,              0.0084655,              0.0084655,              0.0084655
                    157,               0.033064,               0.011051,               0.010143,              0.0036979,                0.92679,                 0.8125,                0.90049,                0.59396,                0.92679,                 0.8125,                0.91346,                0.59087,                0.03011,              0.0094822,              0.0093126,              0.0032368,              0.0084556,              0.0084556,              0.0084556
                    158,               0.032781,               0.012017,               0.010679,              0.0027299,                0.86486,                0.81651,                0.91293,                0.55324,                0.86486,                0.81651,                0.91612,                0.59757,                 0.0237,               0.008843,              0.0099688,              0.0078268,              0.0084457,              0.0084457,              0.0084457
                    159,               0.029507,               0.012974,               0.012075,              0.0026446,                0.83899,                0.88246,                0.91236,                0.50963,                0.83899,                0.88246,                0.93411,                0.62342,               0.028694,              0.0084901,              0.0099308,             0.00099583,              0.0084358,              0.0084358,              0.0084358
                    160,               0.031479,               0.010646,              0.0097601,               0.002163,                0.84914,                0.88572,                0.91217,                0.68508,                0.87965,                0.81007,                 0.8985,                 0.6039,               0.025702,              0.0082652,              0.0094976,              0.0011333,              0.0084259,              0.0084259,              0.0084259
                    161,               0.033407,               0.012867,               0.011394,              0.0016673,                0.87434,                 0.7705,                0.93045,                0.48117,                0.87434,                 0.7705,                0.93045,                0.62506,                 0.0295,              0.0079118,              0.0091009,              0.0011717,               0.008416,               0.008416,               0.008416
                    162,               0.028622,               0.010395,              0.0096872,              0.0013761,                0.86964,                 0.7812,                0.90642,                0.61468,                0.86964,                 0.7812,                0.90587,                0.59688,               0.022437,              0.0080773,               0.008894,              0.0015713,              0.0084061,              0.0084061,              0.0084061
                    163,               0.026693,               0.011553,               0.011468,              0.0032369,                 0.8386,                0.86572,                 0.9067,                0.51243,                0.85034,                 0.8125,                0.88453,                0.60954,               0.033027,              0.0083805,               0.009021,             0.00064201,              0.0083962,              0.0083962,              0.0083962
                    164,               0.033627,               0.011464,               0.010617,              0.0027884,                0.96992,                   0.75,                0.89996,                   0.58,                0.96992,                   0.75,                0.86425,                0.51256,               0.027412,              0.0089768,              0.0091476,              0.0006897,              0.0083863,              0.0083863,              0.0083863
                    165,               0.031989,               0.011436,              0.0098922,              0.0031356,                0.97248,                   0.75,                0.88001,                0.64328,                0.97248,                   0.75,                0.88001,                0.57651,               0.026462,              0.0089636,              0.0099359,             0.00078888,              0.0083764,              0.0083764,              0.0083764
                    166,               0.029968,               0.012182,               0.011087,               0.001814,                0.89642,                   0.75,                0.81053,                0.63046,                0.89642,                   0.75,                0.80035,                 0.5274,               0.029706,              0.0091402,              0.0096478,              0.0010588,              0.0083665,              0.0083665,              0.0083665
                    167,                0.02808,               0.010563,               0.010188,              0.0038278,                0.65515,                  0.625,                0.76415,                0.42455,                0.77035,                    0.5,                0.71253,                0.51686,               0.030942,              0.0090164,              0.0099554,               0.020724,              0.0083566,              0.0083566,              0.0083566
                    168,               0.036376,                0.01094,               0.011137,              0.0041481,                0.73244,                0.84491,                0.85473,                0.60762,                0.69356,                0.78301,                0.83272,                0.55686,               0.028154,              0.0086866,               0.009232,               0.025314,              0.0083467,              0.0083467,              0.0083467
                    169,               0.031342,               0.011103,               0.009916,              0.0020273,                0.86469,                  0.875,                  0.868,                0.59938,                0.82987,                 0.8125,                0.81416,                0.61054,               0.027667,              0.0086001,              0.0091496,              0.0019882,              0.0083368,              0.0083368,              0.0083368
                    170,               0.030979,               0.011111,               0.010956,              0.0017114,                0.79728,                 0.8125,                0.86639,                0.61176,                0.79728,                 0.8125,                 0.8241,                0.56361,               0.028944,              0.0088317,              0.0093665,              0.0063271,              0.0083269,              0.0083269,              0.0083269
                    171,               0.029113,               0.011714,               0.010326,              0.0014086,                0.71917,                  0.875,                0.87022,                0.47772,                0.71917,                  0.875,                0.87272,                0.59825,               0.031307,              0.0082778,              0.0093803,               0.006176,               0.008317,               0.008317,               0.008317
                    172,               0.032186,               0.010851,               0.010342,              0.0018671,                 0.7683,                0.92648,                0.89717,                0.57272,                 0.7683,                0.92648,                0.90315,                0.60627,               0.028369,              0.0080447,              0.0089817,             0.00096302,              0.0083071,              0.0083071,              0.0083071
                    173,               0.032967,               0.010187,              0.0096322,              0.0017319,                 0.9453,                  0.875,                0.92801,                0.57015,                0.99909,                0.80621,                0.91595,                0.59739,               0.033292,              0.0078558,              0.0094261,             0.00062447,              0.0082972,              0.0082972,              0.0082972
                    174,               0.030598,               0.010253,               0.011468,              0.0021786,                0.98065,                0.79845,                0.91311,                0.59581,                0.98065,                0.79845,                0.92315,                0.62813,               0.028223,              0.0078052,              0.0089879,             0.00060663,              0.0082873,              0.0082873,              0.0082873
                    175,               0.026553,                0.01101,               0.010257,              0.0013816,                0.83516,                0.92554,                0.92078,                0.58657,                0.83516,                0.92554,                0.92078,                0.64013,                0.02831,              0.0083755,               0.008594,             0.00068884,              0.0082774,              0.0082774,              0.0082774
                    176,               0.030601,               0.012051,              0.0097946,              0.0015547,                0.84971,                 0.9035,                0.92061,                0.54463,                0.84971,                 0.9035,                0.92061,                0.51071,               0.032485,              0.0082898,              0.0090899,             0.00069952,              0.0082675,              0.0082675,              0.0082675
                    177,               0.033309,               0.011844,              0.0097457,              0.0018325,                0.84676,                0.88427,                0.91287,                0.53908,                0.84676,                0.88427,                0.91287,                0.62443,                0.03007,              0.0076955,               0.009511,              0.0008007,              0.0082576,              0.0082576,              0.0082576
                    178,                0.03111,               0.011553,               0.010262,              0.0010241,                0.82235,                0.89415,                0.91275,                0.69255,                0.82235,                0.89415,                0.91512,                0.62702,                0.02889,              0.0075259,              0.0088539,              0.0008234,              0.0082477,              0.0082477,              0.0082477
                    179,               0.033199,               0.013144,               0.012255,               0.002042,                0.78848,                0.87438,                0.91293,                0.64103,                0.78848,                0.87438,                0.91293,                0.61138,               0.030051,              0.0078793,              0.0089321,              0.0008585,              0.0082378,              0.0082378,              0.0082378
                    180,               0.030031,               0.010813,               0.010354,              0.0032114,                0.97432,                   0.75,                0.87994,                0.49682,                0.97432,                   0.75,                 0.9024,                0.51445,               0.031406,               0.008867,              0.0099182,             0.00083447,              0.0082279,              0.0082279,              0.0082279
                    181,               0.032126,               0.011517,               0.008966,              0.0023711,                0.96005,                   0.75,                0.86574,                0.63712,                0.96005,                   0.75,                0.89647,                0.61597,               0.030804,              0.0092625,               0.010731,              0.0010347,               0.008218,               0.008218,               0.008218
                    182,               0.028979,               0.011589,              0.0097121,              0.0017459,                0.93558,                   0.75,                0.85127,                0.54907,                0.93558,                   0.75,                0.87248,                0.52202,                 0.0316,               0.010785,               0.011527,              0.0012188,              0.0082081,              0.0082081,              0.0082081
                    183,               0.025314,                0.01204,               0.010068,              0.0022603,                0.78301,                0.89217,                0.85615,                0.61722,                0.78301,                0.89217,                0.85491,                0.61947,               0.031083,              0.0089975,               0.011171,               0.021773,              0.0081982,              0.0081982,              0.0081982
                    184,               0.029409,               0.010062,               0.011276,              0.0014574,                0.64698,                0.92354,                0.78695,                0.48791,                 0.6027,                0.86505,                0.75935,                0.54174,                0.03332,              0.0086084,               0.011117,               0.021997,              0.0081883,              0.0081883,              0.0081883
                    185,               0.031396,               0.012255,               0.010827,              0.0023812,                0.82913,                0.85933,                0.88258,                0.55003,                0.82913,                0.85933,                0.88494,                0.59896,                0.02702,              0.0081538,               0.010511,              0.0095154,              0.0081784,              0.0081784,              0.0081784
                    186,               0.026803,               0.011407,               0.010108,              0.0011556,                0.91428,                  0.875,                0.90742,                0.58112,                0.91428,                  0.875,                0.90902,                0.63562,               0.028533,              0.0078205,              0.0091972,              0.0041084,              0.0081685,              0.0081685,              0.0081685
                    187,               0.024827,               0.011344,              0.0093654,              0.0031111,                0.91622,                0.79763,                0.90112,                0.59146,                0.91622,                0.79763,                0.90643,                0.58044,               0.031699,               0.007868,              0.0087361,              0.0026688,              0.0081586,              0.0081586,              0.0081586
                    188,               0.031838,               0.012014,               0.010558,              0.0044498,                 0.7754,                0.90404,                0.89202,                0.65564,                 0.7754,                0.90404,                0.89664,                0.61003,               0.027506,              0.0082607,              0.0093966,               0.017087,              0.0081487,              0.0081487,              0.0081487
                    189,               0.029291,                 0.0113,              0.0096826,              0.0026347,                0.81106,                0.91449,                0.92098,                0.66815,                0.81106,                0.91449,                0.93593,                0.65062,               0.028693,              0.0079221,              0.0085101,              0.0012072,              0.0081388,              0.0081388,              0.0081388
                    190,               0.027213,               0.012392,               0.010028,               0.002029,                0.94299,                0.80998,                0.92144,                0.64756,                0.94299,                0.80998,                0.92843,                 0.6429,               0.028011,              0.0079103,              0.0085726,              0.0011679,              0.0081289,              0.0081289,              0.0081289
                    191,               0.023875,               0.011163,              0.0085128,              0.0028173,                0.96889,                0.80746,                0.92201,                0.62552,                0.96889,                0.80746,                0.93271,                0.60566,               0.028381,              0.0077065,              0.0093627,              0.0010565,               0.008119,               0.008119,               0.008119
                    192,               0.028886,               0.011289,              0.0091834,              0.0024424,                0.81058,                 0.9375,                0.92254,                0.64325,                0.81058,                 0.9375,                0.93857,                0.63157,               0.027842,              0.0078448,              0.0090795,              0.0011564,              0.0081091,              0.0081091,              0.0081091
                    193,               0.030758,              0.0099439,              0.0094831,              0.0020503,                0.88988,                0.91183,                0.93787,                0.55612,                0.88988,                0.91183,                0.94441,                0.57451,               0.031748,              0.0088099,              0.0095444,              0.0010767,              0.0080992,              0.0080992,              0.0080992
                    194,               0.030148,               0.012543,               0.010537,              0.0019302,                 0.8799,                0.92796,                0.93716,                0.58902,                 0.8799,                0.92796,                0.94206,                0.65108,               0.027332,               0.008553,               0.009141,              0.0011435,              0.0080893,              0.0080893,              0.0080893
                    195,               0.025302,               0.010073,               0.010352,               0.001243,                 0.8866,                 0.9221,                0.93693,                0.51429,                 0.8866,                 0.9221,                0.94406,                0.56219,               0.034466,              0.0078432,              0.0084291,             0.00094757,              0.0080794,              0.0080794,              0.0080794
                    196,               0.032608,               0.011691,              0.0093484,              0.0015648,                0.78833,                0.92681,                0.93685,                0.63332,                0.78833,                0.92681,                0.94357,                0.58639,               0.025833,              0.0077678,               0.008184,              0.0010288,              0.0080695,              0.0080695,              0.0080695
                    197,               0.028751,                0.01112,              0.0098609,              0.0023802,                0.90074,                0.92609,                 0.9371,                0.58985,                0.90074,                0.92609,                0.94521,                 0.5663,               0.028506,              0.0078303,              0.0081873,             0.00096111,              0.0080596,              0.0080596,              0.0080596
                    198,               0.025973,               0.010591,              0.0099065,              0.0014104,                0.90422,                 0.9372,                0.93743,                0.72277,                0.90422,                 0.9372,                0.94763,                0.61467,               0.023425,              0.0080092,              0.0078158,             0.00098953,              0.0080497,              0.0080497,              0.0080497
                    199,                0.02574,               0.012347,               0.011097,              0.0024204,                0.88607,                0.92508,                0.93687,                0.63347,                0.88607,                0.92508,                0.95786,                0.63481,               0.025593,              0.0082367,              0.0073583,             0.00082302,              0.0080398,              0.0080398,              0.0080398
                    200,               0.031085,               0.010249,               0.010626,              0.0016604,                 0.9019,                0.93476,                0.93645,                 0.5808,                 0.9019,                0.93476,                0.94423,                0.69063,               0.029059,              0.0080692,              0.0075397,             0.00085449,              0.0080299,              0.0080299,              0.0080299
                    201,               0.027261,               0.012526,              0.0092269,              0.0021549,                0.91908,                0.92034,                0.93565,                0.62533,                0.91908,                0.92034,                 0.9381,                0.63676,               0.024826,              0.0094758,              0.0079494,              0.0023182,                0.00802,                0.00802,                0.00802
                    202,               0.025672,               0.011456,              0.0090814,               0.002006,                0.88985,                 0.9375,                0.93618,                0.75112,                0.88985,                 0.9375,                0.94093,                0.66384,               0.023606,              0.0082556,              0.0077338,             0.00088348,              0.0080101,              0.0080101,              0.0080101
                    203,               0.023887,               0.011852,               0.010441,              0.0018098,                0.90582,                 0.9375,                0.93702,                0.67871,                0.90582,                 0.9375,                0.93702,                0.65018,               0.024178,               0.010428,              0.0078001,              0.0019304,              0.0080002,              0.0080002,              0.0080002
                    204,                0.02531,                 0.0122,              0.0083864,              0.0018391,                0.85577,                 0.9375,                0.93671,                0.67553,                0.85577,                 0.9375,                0.95214,                0.66577,               0.023904,              0.0078507,              0.0082121,              0.0010996,              0.0079903,              0.0079903,              0.0079903
                    205,               0.027153,               0.011001,               0.008948,             0.00099506,                0.86501,                 0.9375,                0.91264,                0.63218,                0.86501,                 0.9375,                0.92839,                0.61123,               0.029367,              0.0078553,              0.0086975,              0.0014156,              0.0079804,              0.0079804,              0.0079804
                    206,               0.027843,               0.011915,               0.010301,              0.0027438,                0.83359,                 0.6875,                0.77941,                0.58561,                0.83359,                 0.6875,                0.79423,                0.55442,               0.029033,               0.011369,               0.010159,               0.017117,              0.0079705,              0.0079705,              0.0079705
                    207,                0.02606,                0.01248,               0.011429,              0.0017373,                0.72859,                0.84584,                0.88991,                0.53589,                0.72859,                0.84584,                0.90362,                0.66442,               0.029441,              0.0080666,              0.0099854,               0.050583,              0.0079606,              0.0079606,              0.0079606
                    208,               0.030409,               0.013638,               0.010994,                0.00222,                0.85197,                0.90141,                0.88765,                0.70019,                0.85197,                0.90141,                0.89972,                0.65178,               0.027867,              0.0073992,              0.0094042,               0.029553,              0.0079507,              0.0079507,              0.0079507
                    209,               0.026444,               0.010686,              0.0096593,              0.0014032,                0.82225,                0.86572,                0.88258,                0.67267,                0.82225,                0.86572,                0.89622,                0.63369,                0.02382,              0.0080675,              0.0099382,              0.0054565,              0.0079408,              0.0079408,              0.0079408
                    210,               0.025542,               0.012319,              0.0093108,              0.0013425,                0.84527,                 0.9227,                0.84802,                0.58034,                0.84527,                 0.9227,                0.86554,                0.56595,               0.025545,              0.0085224,               0.010354,               0.017676,              0.0079309,              0.0079309,              0.0079309
