                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    108,                0.02396,              0.0097294,              0.0085361,              0.0021389,                0.98555,                0.97222,                0.98047,                0.73602,                0.98575,                0.97608,                  0.995,                0.76132,               0.021852,              0.0070201,              0.0045481,             0.00072632,              0.0089407,              0.0089407,              0.0089407
                    109,               0.026311,               0.010252,              0.0082697,              0.0022134,                0.90046,                0.96108,                0.97757,                 0.7119,                0.90046,                0.96108,                0.97757,                0.79396,               0.020863,              0.0074842,              0.0049658,             0.00087986,              0.0089308,              0.0089308,              0.0089308
                    110,               0.023995,               0.011337,              0.0086284,              0.0023312,                0.97832,                0.94444,                0.98018,                0.74407,                0.97832,                0.94444,                0.99083,                0.76806,               0.021244,              0.0073297,              0.0048661,             0.00076199,              0.0089209,              0.0089209,              0.0089209
                    111,               0.024615,               0.010569,              0.0091079,              0.0022897,                 0.8415,                0.97222,                0.96583,                0.73628,                 0.8415,                0.97222,                0.96717,                0.76473,               0.020802,              0.0070907,              0.0050144,             0.00076351,               0.008911,               0.008911,               0.008911
                    112,               0.024622,               0.010082,              0.0083897,              0.0018162,                0.87151,                      1,                0.98529,                0.76544,                0.87151,                      1,                0.98529,                0.79516,                0.01857,               0.006951,              0.0043793,             0.00079155,              0.0089011,              0.0089011,              0.0089011
                    113,                0.02433,               0.010348,              0.0083403,              0.0017179,                0.91847,                0.97222,                0.99368,                0.74927,                0.91847,                0.97222,                0.99368,                0.74861,               0.021783,               0.007196,              0.0052156,             0.00069914,              0.0088912,              0.0088912,              0.0088912
                    114,                0.02487,              0.0099746,              0.0082469,              0.0021271,                0.86368,                      1,                 0.9895,                0.73095,                0.86368,                      1,                 0.9895,                0.73994,               0.022608,              0.0072845,              0.0048223,             0.00067854,              0.0088813,              0.0088813,              0.0088813
                    115,               0.024326,               0.010046,              0.0086627,              0.0015173,                0.90143,                0.96284,                 0.9895,                0.70804,                0.90143,                0.96284,                 0.9895,                0.72673,               0.022544,               0.007289,               0.004817,             0.00058174,              0.0088714,              0.0088714,              0.0088714
                    116,               0.025291,              0.0093742,              0.0081124,              0.0017912,                0.89524,                      1,                  0.995,                0.78569,                0.89524,                      1,                  0.995,                0.81249,               0.017946,              0.0069857,               0.004241,             0.00057964,              0.0088615,              0.0088615,              0.0088615
                    117,               0.023803,               0.009748,              0.0085873,              0.0020673,                0.85299,                0.99146,                0.96292,                0.72172,                0.85299,                0.99146,                0.96292,                0.74798,                0.02277,              0.0069977,              0.0043807,             0.00051489,              0.0088516,              0.0088516,              0.0088516
                    118,               0.023751,               0.010099,              0.0080479,              0.0017221,                0.86529,                0.91951,                0.97541,                0.74898,                0.86529,                0.91951,                0.97541,                0.78497,               0.020463,              0.0071694,               0.005332,             0.00051632,              0.0088417,              0.0088417,              0.0088417
                    119,                 0.0237,              0.0097336,              0.0084405,              0.0011643,                0.93854,                0.87957,                0.97555,                0.74521,                0.93854,                0.87957,                0.97555,                0.79356,               0.018756,              0.0069752,              0.0050983,             0.00062752,              0.0088318,              0.0088318,              0.0088318
                    120,                0.02304,              0.0093429,              0.0081221,              0.0019211,                0.94911,                0.91692,                0.97614,                0.77674,                0.94911,                0.91692,                0.97614,                0.78332,               0.020883,              0.0068864,              0.0050087,              0.0008132,              0.0088219,              0.0088219,              0.0088219
                    121,               0.024179,              0.0096166,              0.0083137,              0.0021197,                0.98382,                0.91667,                0.98803,                0.77404,                0.98382,                0.91667,                0.98803,                 0.7853,               0.019284,              0.0070472,              0.0042334,             0.00094795,               0.008812,               0.008812,               0.008812
                    122,               0.022965,                0.01021,               0.008309,              0.0014022,                0.97827,                      1,                  0.995,                0.79314,                0.97827,                      1,                  0.995,                0.78405,               0.019677,              0.0068101,              0.0038929,             0.00076342,              0.0088021,              0.0088021,              0.0088021
                    123,               0.023009,               0.010389,              0.0073253,              0.0029096,                 0.9881,                0.97222,                 0.9925,                 0.7583,                 0.9881,                0.97222,                 0.9925,                0.77854,               0.018267,              0.0068559,               0.003994,             0.00065861,              0.0087922,              0.0087922,              0.0087922
                    124,               0.023514,              0.0098862,              0.0077956,              0.0016978,                0.91573,                      1,                  0.987,                0.76394,                0.91573,                      1,                  0.987,                0.82571,               0.017565,              0.0068283,              0.0040445,             0.00060749,              0.0087823,              0.0087823,              0.0087823
                    125,               0.025111,              0.0095446,              0.0090914,               0.001564,                0.95682,                0.96181,                0.99083,                0.75088,                0.95682,                0.96181,                0.99083,                0.77096,               0.022285,                0.00703,               0.004437,             0.00061436,              0.0087724,              0.0087724,              0.0087724
                    126,               0.023406,               0.010055,              0.0082815,              0.0011316,                0.99367,                0.94142,                0.98827,                0.77753,                0.99367,                0.94142,                0.98827,                0.78433,               0.019697,              0.0070985,              0.0041652,             0.00052958,              0.0087625,              0.0087625,              0.0087625
                    127,               0.024079,              0.0098902,               0.008662,              0.0014426,                0.98182,                 0.9636,                0.99368,                0.78202,                0.98182,                 0.9636,                0.99368,                0.79963,               0.020065,              0.0071594,               0.003994,             0.00055857,              0.0087526,              0.0087526,              0.0087526
                    128,               0.024335,              0.0097708,              0.0079983,             0.00091346,                0.97364,                      1,                  0.995,                0.80463,                0.97364,                      1,                  0.995,                 0.8119,               0.017593,              0.0074575,              0.0038447,             0.00064526,              0.0087427,              0.0087427,              0.0087427
                    129,                0.02393,              0.0098743,              0.0080504,              0.0014363,                  0.982,                0.97222,                0.99368,                0.79637,                  0.982,                0.97222,                0.99368,                0.78762,               0.019462,              0.0073806,              0.0036068,             0.00062943,              0.0087328,              0.0087328,              0.0087328
                    130,               0.023167,               0.010266,              0.0083098,              0.0011817,                0.94826,                0.99639,                0.99211,                0.82426,                0.94826,                0.99639,                0.99211,                0.79973,               0.017696,              0.0071012,              0.0035591,             0.00045938,              0.0087229,              0.0087229,              0.0087229
                    131,               0.021861,              0.0093721,              0.0077145,              0.0022879,                0.95714,                      1,                  0.985,                0.78201,                0.95714,                      1,                  0.985,                 0.7732,               0.017506,              0.0068556,              0.0039864,             0.00043745,               0.008713,               0.008713,               0.008713
                    132,               0.023056,              0.0096961,              0.0083365,              0.0015496,                0.94943,                0.96596,                0.98944,                0.76645,                0.94943,                0.96596,                0.98944,                0.78664,               0.020737,              0.0069228,              0.0039568,             0.00058069,              0.0087031,              0.0087031,              0.0087031
                    133,               0.023721,              0.0090702,              0.0078404,              0.0026176,                0.97376,                0.91667,                0.98944,                0.72687,                0.97376,                0.91667,                0.98944,                0.80433,               0.018735,              0.0069759,              0.0042529,               0.001097,              0.0086932,              0.0086932,              0.0086932
                    134,               0.021489,               0.010664,              0.0081443,              0.0018855,                0.92688,                0.99278,                  0.987,                0.78421,                0.92688,                0.99278,                  0.987,                0.78763,               0.018673,              0.0071929,              0.0047116,              0.0011011,              0.0086833,              0.0086833,              0.0086833
                    135,               0.023138,              0.0094195,              0.0080403,               0.002777,                0.96063,                0.97222,                0.98532,                 0.8075,                0.96063,                0.97222,                0.98532,                0.79939,               0.016607,              0.0072483,              0.0043211,              0.0010201,              0.0086734,              0.0086734,              0.0086734
                    136,               0.023342,               0.010162,              0.0083231,              0.0019818,                0.96493,                0.94444,                0.98356,                0.77121,                0.95178,                      1,                0.98789,                0.78829,               0.020074,              0.0070814,              0.0047388,             0.00075607,              0.0086635,              0.0086635,              0.0086635
                    137,               0.023833,              0.0096654,              0.0082416,              0.0020405,                0.96857,                0.97222,                0.99143,                  0.762,                0.96723,                0.97486,                  0.995,                0.81777,               0.018063,              0.0071965,              0.0047569,             0.00080948,              0.0086536,              0.0086536,              0.0086536
                    138,               0.021053,              0.0097704,              0.0081648,              0.0020857,                0.97498,                0.95267,                  0.995,                 0.7558,                0.97498,                0.95267,                  0.995,                0.76248,               0.021264,              0.0071586,              0.0043979,             0.00066462,              0.0086437,              0.0086437,              0.0086437
                    139,               0.022123,               0.010118,              0.0080101,              0.0025827,                0.90406,                0.90639,                0.97146,                0.75523,                0.90406,                0.90639,                0.97146,                0.75761,               0.019589,              0.0074323,              0.0042596,              0.0026396,              0.0086338,              0.0086338,              0.0086338
                    140,               0.022364,              0.0094966,               0.007987,              0.0014307,                0.93994,                0.92311,                 0.9895,                0.81156,                0.93994,                0.92311,                 0.9895,                 0.7865,               0.019348,              0.0069279,              0.0046525,               0.001035,              0.0086239,              0.0086239,              0.0086239
                    141,               0.023008,               0.010108,              0.0080427,              0.0018303,                0.99218,                0.94444,                0.99211,                0.79085,                0.99218,                0.94444,                0.99211,                0.75304,                0.01919,              0.0073479,              0.0044289,             0.00095654,               0.008614,               0.008614,               0.008614
                    142,                0.02018,                0.00987,              0.0078538,               0.002151,                  0.913,                      1,                0.98818,                0.79514,                  0.913,                      1,                0.98818,                0.77779,               0.019178,              0.0074108,              0.0044918,             0.00097122,              0.0086041,              0.0086041,              0.0086041
                    143,               0.021536,              0.0098142,              0.0077484,              0.0014962,                0.98989,                0.99177,                  0.995,                0.82812,                0.98989,                0.99177,                  0.995,                0.80811,               0.018701,              0.0071804,              0.0041842,             0.00070572,              0.0085942,              0.0085942,              0.0085942
                    144,               0.021627,               0.010067,              0.0073791,              0.0016784,                0.98786,                0.98887,                  0.995,                0.81776,                0.98786,                0.98887,                  0.995,                0.82137,               0.017261,              0.0067192,              0.0042691,             0.00088959,              0.0085843,              0.0085843,              0.0085843
                    145,               0.021352,               0.009691,              0.0080843,              0.0021742,                 0.9819,                0.97222,                0.99368,                0.80333,                 0.9819,                0.97222,                0.99368,                0.83418,               0.018605,              0.0070323,              0.0038595,              0.0006031,              0.0085744,              0.0085744,              0.0085744
                    146,               0.021346,              0.0098616,              0.0083687,              0.0024488,                0.99309,                0.97222,                0.99368,                0.75316,                0.99309,                0.97222,                0.99368,                0.79804,               0.020862,               0.007641,              0.0038924,             0.00062513,              0.0085645,              0.0085645,              0.0085645
                    147,               0.023108,              0.0097867,              0.0082272,              0.0016925,                0.99149,                0.97222,                0.99368,                0.80117,                0.99149,                0.97222,                0.99368,                0.83909,               0.020104,              0.0068903,              0.0037432,             0.00077915,              0.0085546,              0.0085546,              0.0085546
                    148,                0.02264,              0.0097339,              0.0076978,              0.0021387,                0.98492,                0.97222,                0.99368,                0.76456,                0.98492,                0.97222,                0.99368,                0.81555,               0.019644,              0.0068175,              0.0038147,             0.00057659,              0.0085447,              0.0085447,              0.0085447
                    149,               0.022113,              0.0094993,               0.007332,              0.0015081,                0.97719,                0.99154,                  0.995,                0.79561,                0.97719,                0.99154,                  0.995,                0.80379,               0.017507,              0.0070404,               0.004005,             0.00049944,              0.0085348,              0.0085348,              0.0085348
                    150,               0.021231,              0.0087046,              0.0075166,              0.0011586,                0.98376,                0.99248,                  0.995,                0.75431,                0.98376,                0.99248,                  0.995,                0.77891,               0.020114,              0.0072603,              0.0042715,             0.00048981,              0.0085249,              0.0085249,              0.0085249
                    151,               0.020151,               0.010039,              0.0079531,              0.0025096,                0.94778,                0.99089,                0.99211,                0.78621,                0.94778,                0.99089,                0.99211,                 0.7957,               0.016985,              0.0071267,              0.0045681,             0.00058241,               0.008515,               0.008515,               0.008515
                    152,               0.023688,              0.0098241,              0.0079742,              0.0015672,                0.97112,                0.98883,                  0.995,                0.79564,                0.97112,                0.98883,                  0.995,                0.75228,               0.017731,              0.0072366,              0.0047264,             0.00061636,              0.0085051,              0.0085051,              0.0085051
                    153,               0.022569,              0.0094659,              0.0080856,              0.0014562,                0.95589,                0.98477,                0.99079,                0.81607,                0.95589,                0.98477,                0.99079,                 0.7807,               0.018859,                0.00699,              0.0045195,             0.00076351,              0.0084952,              0.0084952,              0.0084952
                    154,                0.02084,               0.010017,              0.0076274,              0.0012532,                0.95042,                      1,                0.98789,                0.79472,                0.95042,                      1,                0.98789,                0.75541,               0.019324,              0.0071527,              0.0042529,             0.00068111,              0.0084853,              0.0084853,              0.0084853
                    155,               0.021749,              0.0091671,              0.0074784,              0.0013672,                0.96917,                0.99381,                0.99079,                0.81281,                0.96917,                0.99381,                0.99079,                0.77819,               0.017805,              0.0071146,              0.0040178,             0.00082684,              0.0084754,              0.0084754,              0.0084754
                    156,               0.022263,               0.010719,              0.0075452,              0.0023567,                0.98268,                      1,                  0.995,                0.84772,                0.98268,                      1,                  0.995,                 0.7852,               0.017199,              0.0070517,              0.0040154,             0.00057707,              0.0084655,              0.0084655,              0.0084655
                    157,               0.021865,               0.010169,              0.0076609,              0.0010254,                0.99012,                0.99961,                  0.995,                0.75484,                0.99012,                0.99961,                  0.995,                0.75616,               0.019408,              0.0071907,              0.0043015,             0.00046635,              0.0084556,              0.0084556,              0.0084556
                    158,               0.021052,              0.0095811,              0.0074289,              0.0010852,                0.96237,                0.97684,                0.99211,                0.81547,                0.96237,                0.97684,                0.99211,                0.79366,               0.016069,              0.0070604,              0.0042882,             0.00052652,              0.0084457,              0.0084457,              0.0084457
                    159,                0.02038,              0.0097619,              0.0080365,             0.00085196,                0.95654,                      1,                0.99079,                0.80636,                0.92934,                0.97222,                 0.9689,                0.79788,               0.017386,               0.006887,              0.0047135,              0.0006237,              0.0084358,              0.0084358,              0.0084358
                    160,               0.020853,              0.0091648,              0.0075304,              0.0016686,                0.88013,                      1,                0.98111,                0.79036,                0.88013,                      1,                0.98111,                 0.8097,               0.016796,              0.0069455,              0.0046344,             0.00059605,              0.0084259,              0.0084259,              0.0084259
                    161,                0.02192,              0.0092175,              0.0073122,             0.00091119,                0.97374,                0.98301,                  0.995,                0.83342,                0.97374,                0.98301,                  0.995,                0.79982,               0.018309,              0.0072308,              0.0046582,             0.00053778,               0.008416,               0.008416,               0.008416
                    162,               0.021337,              0.0091967,              0.0073614,             0.00093929,                0.89556,                0.97244,                 0.9925,                0.77826,                0.89556,                0.97244,                 0.9925,                0.78284,               0.017165,              0.0072419,              0.0049167,             0.00056934,              0.0084061,              0.0084061,              0.0084061
                    163,               0.019304,              0.0097672,              0.0077227,              0.0012051,                 0.9918,                      1,                  0.995,                 0.8065,                 0.9918,                      1,                  0.995,                0.78887,               0.017316,              0.0070055,              0.0044541,             0.00088997,              0.0083962,              0.0083962,              0.0083962
                    164,                0.02144,              0.0090379,              0.0074885,              0.0026696,                0.96645,                      1,                  0.995,                0.78329,                0.96645,                      1,                  0.995,                0.78174,               0.021591,              0.0069197,              0.0042219,              0.0004014,              0.0083863,              0.0083863,              0.0083863
                    165,               0.021929,               0.010227,              0.0077326,              0.0015097,                0.97688,                      1,                  0.995,                0.80526,                0.97688,                      1,                  0.995,                0.81299,               0.018607,              0.0065592,               0.004014,             0.00048857,              0.0083764,              0.0083764,              0.0083764
                    166,               0.019126,              0.0094444,              0.0074619,              0.0013539,                0.98769,                0.99316,                  0.995,                 0.8316,                0.98769,                0.99316,                  0.995,                0.80917,               0.016613,              0.0065648,              0.0040426,             0.00052824,              0.0083665,              0.0083665,              0.0083665
                    167,               0.018968,              0.0093739,              0.0076458,              0.0012724,                0.98017,                0.95322,                0.99368,                 0.8377,                0.98017,                0.95322,                0.99368,                0.78934,               0.015421,              0.0072973,               0.003994,             0.00087891,              0.0083566,              0.0083566,              0.0083566
                    168,               0.019417,              0.0096133,              0.0077235,              0.0026458,                 0.9525,                      1,                  0.995,                0.86311,                 0.9525,                      1,                  0.995,                0.80344,               0.015708,              0.0072314,                0.00385,             0.00054531,              0.0083467,              0.0083467,              0.0083467
                    169,                0.02003,              0.0097029,              0.0074688,              0.0018638,                0.98489,                      1,                  0.995,                0.83767,                0.98489,                      1,                  0.995,                0.79477,               0.016735,              0.0073677,              0.0035706,              0.0006196,              0.0083368,              0.0083368,              0.0083368
                    170,               0.019958,              0.0099703,              0.0078723,              0.0022004,                0.99059,                      1,                  0.995,                0.84749,                0.99059,                      1,                  0.995,                0.81021,               0.015728,               0.007129,              0.0033772,             0.00069723,              0.0083269,              0.0083269,              0.0083269
                    171,               0.020178,              0.0093277,              0.0076277,              0.0014542,                0.98978,                      1,                  0.995,                0.80463,                0.98978,                      1,                  0.995,                0.78696,               0.015503,              0.0073096,              0.0033574,             0.00067997,               0.008317,               0.008317,               0.008317
                    172,               0.019924,               0.009546,              0.0072897,               0.001158,                0.98086,                0.99344,                  0.995,                0.82515,                0.98086,                0.99344,                  0.995,                0.76218,               0.015904,                0.00743,              0.0035696,             0.00055952,              0.0083071,              0.0083071,              0.0083071
                    173,                0.02069,              0.0091429,              0.0073081,               0.001253,                0.97007,                0.97222,                 0.9925,                0.80699,                0.97007,                0.97222,                 0.9925,                0.78736,               0.015446,              0.0073401,              0.0038786,             0.00062981,              0.0082972,              0.0082972,              0.0082972
                    174,               0.020032,              0.0092714,              0.0075844,               0.001849,                0.93304,                0.99232,                  0.995,                0.78806,                0.93304,                0.99232,                  0.995,                0.74229,               0.018033,              0.0068713,              0.0035596,              0.0018991,              0.0082873,              0.0082873,              0.0082873
                    175,               0.019861,              0.0097761,              0.0075371,              0.0019947,                0.96257,                0.86367,                0.98132,                0.78926,                0.96257,                0.86367,                0.98132,                0.79074,               0.016559,               0.006791,              0.0043883,              0.0023578,              0.0082774,              0.0082774,              0.0082774
                    176,               0.020782,              0.0097883,              0.0084491,              0.0015908,                0.88078,                0.92088,                0.97169,                0.78365,                0.88078,                0.92088,                0.97169,                0.78039,               0.015766,              0.0071059,              0.0050335,              0.0018199,              0.0082675,              0.0082675,              0.0082675
                    177,                0.02142,                0.00894,              0.0077025,              0.0011338,                 0.9287,                0.94119,                0.97415,                0.75382,                 0.9287,                0.94119,                0.97415,                0.77831,               0.020484,              0.0071521,              0.0048518,             0.00048714,              0.0082576,              0.0082576,              0.0082576
                    178,               0.020621,              0.0091268,              0.0072354,               0.002008,                 0.9213,                0.96388,                0.97856,                0.79923,                 0.9213,                0.96388,                0.97856,                0.77954,               0.016172,              0.0071489,              0.0041461,             0.00040655,              0.0082477,              0.0082477,              0.0082477
                    179,               0.019226,              0.0098538,              0.0076078,              0.0019108,                0.92235,                0.88889,                0.95614,                0.80431,                0.92235,                0.88889,                0.95614,                0.74479,               0.014953,              0.0071601,              0.0048385,              0.0003952,              0.0082378,              0.0082378,              0.0082378
                    180,               0.020905,              0.0093712,              0.0074918,               0.002178,                0.92625,                0.94281,                0.96562,                0.82189,                0.92625,                0.94281,                0.96562,                0.77467,               0.016161,              0.0072982,              0.0049543,             0.00045605,              0.0082279,              0.0082279,              0.0082279
                    181,                0.02153,              0.0098779,              0.0080022,               0.001274,                0.92887,                0.94444,                0.98229,                0.79247,                0.92887,                0.94444,                0.98229,                 0.7601,               0.018221,              0.0072708,              0.0048242,             0.00061512,               0.008218,               0.008218,               0.008218
                    182,               0.020732,              0.0099254,              0.0079943,              0.0023567,                0.88615,                0.96023,                0.98567,                0.77185,                0.88615,                0.96023,                0.98567,                0.79642,               0.017504,              0.0068327,              0.0046992,             0.00071774,              0.0082081,              0.0082081,              0.0082081
                    183,               0.018391,              0.0096978,              0.0074139,              0.0026033,                0.92292,                0.88889,                0.94704,                0.78623,                0.89852,                0.90352,                0.95091,                0.77089,                0.01633,              0.0068778,              0.0044913,              0.0040548,              0.0081982,              0.0081982,              0.0081982
                    184,               0.019654,               0.010167,              0.0082494,              0.0017127,                0.86789,                0.94444,                0.96646,                0.80198,                0.87658,                 0.9609,                0.97506,                0.77971,               0.016401,               0.006812,               0.005219,             0.00084057,              0.0081883,              0.0081883,              0.0081883
                    185,               0.019619,               0.010134,               0.007553,               0.001597,                0.91836,                0.94444,                0.97779,                 0.8082,                0.91836,                0.94444,                0.97779,                0.78983,               0.015993,               0.006899,              0.0046425,             0.00049305,              0.0081784,              0.0081784,              0.0081784
                    186,                0.01995,              0.0096297,              0.0072417,              0.0021213,                0.90607,                0.95427,                0.96882,                0.77641,                0.90607,                0.95427,                0.96882,                0.73507,               0.015714,              0.0071016,              0.0043602,               0.001402,              0.0081685,              0.0081685,              0.0081685
                    187,               0.019174,              0.0092757,              0.0073753,              0.0013969,                0.98469,                0.94444,                 0.9895,                0.80137,                0.98469,                0.94444,                 0.9895,                0.77949,               0.016829,              0.0069742,              0.0040584,             0.00073118,              0.0081586,              0.0081586,              0.0081586
                    188,                0.02179,              0.0098699,               0.007206,              0.0019304,                0.97216,                0.95017,                  0.995,                0.82244,                0.97216,                0.95017,                  0.995,                0.80312,               0.015514,              0.0067917,               0.004035,             0.00092335,              0.0081487,              0.0081487,              0.0081487
                    189,               0.020722,              0.0095829,              0.0078578,              0.0023744,                0.96674,                0.93794,                  0.995,                0.80758,                0.96674,                0.93794,                  0.995,                0.76672,               0.018489,              0.0068495,              0.0042295,              0.0012402,              0.0081388,              0.0081388,              0.0081388
                    190,               0.018564,              0.0097593,              0.0073272,              0.0018152,                0.94315,                0.92759,                 0.9824,                 0.8059,                0.94315,                0.92759,                0.96228,                0.77837,               0.016133,              0.0070668,              0.0042839,              0.0026827,              0.0081289,              0.0081289,              0.0081289
                    191,               0.020968,               0.010057,              0.0074352,              0.0027063,                0.94591,                0.93393,                0.97768,                0.82873,                0.94591,                0.93393,                0.97768,                0.79365,               0.015534,              0.0072631,              0.0043516,              0.0027765,               0.008119,               0.008119,               0.008119
                    192,               0.020496,              0.0089267,              0.0081387,             0.00081392,                0.97601,                0.92185,                0.98333,                0.80187,                0.97601,                0.92185,                0.98333,                0.79731,               0.018273,              0.0067851,              0.0039954,              0.0029933,              0.0081091,              0.0081091,              0.0081091
                    193,               0.020443,              0.0091993,              0.0080184,             0.00088849,                0.98369,                0.90175,                0.98633,                0.84315,                0.98369,                0.90175,                0.98633,                 0.8099,               0.015907,               0.006678,              0.0041142,              0.0024553,              0.0080992,              0.0080992,              0.0080992
                    194,               0.020527,              0.0096892,              0.0071849,             0.00091282,                0.95261,                0.97222,                0.98875,                0.82697,                0.95261,                0.97222,                0.98875,                0.79395,                0.01676,              0.0068609,              0.0038509,              0.0022229,              0.0080893,              0.0080893,              0.0080893
                    195,               0.021475,              0.0094154,              0.0074327,               0.001165,                0.97177,                0.96757,                0.99143,                0.81437,                0.97177,                0.96757,                0.99143,                  0.797,               0.017046,              0.0068568,              0.0034075,              0.0017541,              0.0080794,              0.0080794,              0.0080794
                    196,               0.018682,              0.0091463,              0.0077432,                0.00118,                0.95716,                      1,                  0.995,                0.86094,                0.95716,                      1,                  0.995,                0.80626,               0.014908,              0.0068639,              0.0034761,               0.001017,              0.0080695,              0.0080695,              0.0080695
                    197,               0.019254,               0.009244,              0.0067698,              0.0014513,                0.95886,                 0.9948,                  0.995,                0.85811,                0.95886,                 0.9948,                  0.995,                0.81256,               0.014249,              0.0069076,              0.0035033,             0.00066385,              0.0080596,              0.0080596,              0.0080596
                    198,               0.018512,              0.0093341,              0.0071226,               0.001364,                0.97901,                0.97585,                  0.995,                0.81846,                0.97901,                0.97585,                  0.995,                0.79428,               0.016226,              0.0068819,              0.0036154,             0.00067043,              0.0080497,              0.0080497,              0.0080497
                    199,               0.019392,               0.010444,              0.0075922,               0.001709,                 0.9854,                0.99587,                  0.995,                0.80593,                 0.9854,                0.99587,                  0.995,                0.80955,               0.016475,              0.0068191,              0.0034771,             0.00077963,              0.0080398,              0.0080398,              0.0080398
                    200,               0.019651,              0.0096203,              0.0076438,              0.0024777,                 0.9862,                0.97222,                0.99368,                0.82734,                 0.9862,                0.97222,                0.99368,                0.81983,               0.016113,              0.0066617,              0.0038404,             0.00049753,              0.0080299,              0.0080299,              0.0080299
                    201,               0.020015,              0.0094087,              0.0074598,              0.0014069,                0.96999,                0.96781,                0.99368,                 0.8427,                0.96999,                0.96781,                0.99368,                0.82131,               0.016851,              0.0065536,              0.0038161,             0.00040627,                0.00802,                0.00802,                0.00802
                    202,               0.019266,              0.0092768,              0.0070878,              0.0020408,                0.94992,                0.93463,                  0.995,                0.86519,                0.94992,                0.93463,                  0.995,                0.80767,               0.014668,              0.0065333,              0.0037427,             0.00038576,              0.0080101,              0.0080101,              0.0080101
                    203,               0.019707,               0.010004,              0.0080464,              0.0013696,                0.94846,                0.95635,                  0.995,                0.80059,                0.94846,                0.95635,                  0.995,                0.79203,               0.015065,              0.0067393,              0.0036497,             0.00039921,              0.0080002,              0.0080002,              0.0080002
                    204,               0.019803,                0.00949,              0.0073651,              0.0014905,                0.97727,                0.96481,                  0.995,                0.82544,                0.97727,                0.96481,                  0.995,                0.81189,               0.014926,               0.006628,              0.0035505,             0.00039234,              0.0079903,              0.0079903,              0.0079903
                    205,               0.020777,              0.0092702,              0.0076164,              0.0015353,                      1,                0.95987,                  0.995,                  0.819,                      1,                0.95987,                  0.995,                0.81472,               0.016606,               0.006851,              0.0036774,             0.00047483,              0.0079804,              0.0079804,              0.0079804
                    206,               0.019107,              0.0091187,              0.0070512,              0.0015988,                0.96506,                0.97222,                 0.9874,                 0.7589,                0.96506,                0.97222,                 0.9874,                0.75266,               0.016116,              0.0067239,              0.0040045,             0.00054703,              0.0079705,              0.0079705,              0.0079705
                    207,               0.019927,               0.010379,              0.0077409,              0.0013678,                0.94151,                0.97029,                0.98083,                0.80874,                0.94151,                0.97029,                0.98083,                0.77994,               0.014878,               0.006893,              0.0043516,             0.00055208,              0.0079606,              0.0079606,              0.0079606
                    208,               0.019628,              0.0094779,              0.0070812,             0.00098086,                0.96145,                0.97222,                0.98129,                 0.8317,                0.96145,                0.97222,                0.98129,                0.80401,               0.014506,              0.0067889,              0.0042026,             0.00046101,              0.0079507,              0.0079507,              0.0079507
                    209,               0.019374,              0.0091287,              0.0071981,               0.001059,                0.96375,                0.99329,                0.98342,                0.83456,                0.96375,                0.99329,                0.98342,                0.76884,                0.01486,              0.0069027,              0.0044627,             0.00041647,              0.0079408,              0.0079408,              0.0079408
                    210,               0.017447,              0.0090175,              0.0068648,             0.00074826,                0.93162,                0.94444,                0.99211,                0.82252,                0.93162,                0.94444,                0.99211,                0.74769,               0.016676,              0.0070742,              0.0044413,             0.00035648,              0.0079309,              0.0079309,              0.0079309
                    211,               0.020148,              0.0092806,              0.0076558,              0.0010471,                0.92897,                      1,                  0.995,                0.81969,                0.92897,                      1,                  0.995,                0.78096,               0.016598,              0.0069489,              0.0042753,             0.00038977,               0.007921,               0.007921,               0.007921
                    212,               0.020394,              0.0091653,              0.0065831,             0.00063583,                0.99176,                      1,                  0.995,                0.81721,                0.99176,                      1,                  0.995,                 0.7763,               0.016066,              0.0069039,               0.003973,             0.00045528,              0.0079111,              0.0079111,              0.0079111
                    213,                0.01961,              0.0089455,                0.00693,              0.0012052,                0.93697,                0.97222,                0.98879,                0.85606,                0.93697,                0.97222,                0.98879,                0.79931,                0.01568,              0.0068636,              0.0039053,             0.00041809,              0.0079012,              0.0079012,              0.0079012
                    214,               0.018115,              0.0090019,              0.0067953,              0.0011966,                0.99256,                      1,                  0.995,                0.84504,                0.99256,                      1,                  0.995,                 0.7961,               0.015232,              0.0071587,              0.0036173,              0.0004262,              0.0078913,              0.0078913,              0.0078913
                    215,               0.019963,               0.010073,              0.0075767,               0.001953,                0.93537,                0.97222,                0.97493,                0.83044,                0.93537,                0.97222,                0.97493,                0.79534,               0.015016,              0.0070613,              0.0033445,               0.001502,              0.0078814,              0.0078814,              0.0078814
                    216,               0.018863,              0.0084886,              0.0068376,              0.0010479,                0.93995,                 0.9653,                0.97307,                0.80827,                0.93995,                 0.9653,                0.97307,                0.79626,               0.015929,              0.0071122,              0.0035152,              0.0026738,              0.0078715,              0.0078715,              0.0078715
